time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5.0,2,9998,2,0,0
6.0,2,9998,2,0,0
7.0,3,9997,3,0,0
8.0,3,9997,3,0,0
9.0,4,9996,4,0,0
10.0,3,9996,3,0,0
11.0,3,9996,3,0,0
12.0,4,9995,4,0,0
13.0,5,9994,5,0,0
14.0,5,9994,5,0,0
15.0,5,9993,5,0,0
16.0,12,9986,12,1,0
17.0,18,9979,18,2,0
18.0,29,9968,29,5,0
19.0,45,9951,45,6,0
20.0,61,9935,61,8,0
21.0,74,9922,74,12,0
22.0,97,9898,97,14,0
23.0,126,9868,126,20,0
24.0,167,9827,167,29,0
25.0,233,9760,233,40,0
26.0,292,9695,292,54,0
27.0,367,9614,367,67,0
28.0,478,9495,478,91,0
29.0,605,9352,605,124,0
30.0,799,9143,799,172,1
31.0,1015,8917,1015,236,2
32.0,1287,8620,1287,304,5
33.0,1668,8214,1668,398,6
34.0,2054,7794,2054,491,8
35.0,2500,7288,2500,584,12
36.0,3037,6698,3037,703,14
37.0,3581,6080,3581,852,20
38.0,4116,5441,4116,992,29
39.0,4671,4765,4671,1125,40
40.0,5205,4057,5205,1247,54
41.0,5668,3420,5668,1373,67
42.0,5955,2883,5955,1470,91
43.0,6095,2399,6095,1561,124
44.0,6137,1983,6137,1594,173
45.0,5972,1674,5972,1584,238
46.0,5707,1399,5707,1582,309
47.0,5334,1214,5334,1531,404
48.0,4932,1031,4932,1477,499
49.0,4441,893,4441,1416,596
50.0,3843,798,3843,1314,717
51.0,3272,716,3272,1176,872
52.0,2757,666,2757,1036,1021
53.0,2306,613,2306,900,1165
54.0,1867,582,1867,771,1301
55.0,1498,558,1498,635,1440
56.0,1196,533,1196,522,1561
57.0,949,515,949,401,1685
58.0,742,498,742,324,1767
59.0,593,490,593,271,1822
60.0,453,485,453,202,1891
61.0,349,480,349,160,1935
62.0,272,475,272,119,1976
63.0,197,469,197,84,2012
64.0,158,465,158,66,2031
65.0,122,463,122,49,2048
66.0,97,462,97,40,2057
67.0,75,461,75,32,2065
68.0,58,459,58,25,2072
69.0,50,458,50,22,2075
70.0,38,457,38,14,2083
71.0,34,455,34,13,2086
72.0,24,455,24,8,2091
73.0,17,455,17,6,2093
74.0,14,455,14,6,2093
75.0,10,455,10,4,2095
76.0,10,454,10,4,2095
77.0,8,454,8,3,2096
78.0,5,454,5,2,2097
79.0,4,454,4,2,2097
80.0,4,453,4,2,2097
81.0,4,453,4,2,2097
82.0,4,453,4,2,2097
83.0,4,453,4,2,2097
84.0,4,453,4,2,2097
85.0,2,453,2,0,2099
86.0,1,453,1,0,2099
87.0,1,453,1,0,2099
88.0,1,453,1,0,2099
89.0,1,453,1,0,2099
90.0,0,453,0,0,2099
91.0,0,453,0,0,2099
92.0,0,453,0,0,2099
93.0,0,453,0,0,2099
94.0,0,453,0,0,2099
95.0,0,453,0,0,2099
96.0,0,453,0,0,2099
97.0,0,453,0,0,2099
98.0,0,453,0,0,2099
99.0,0,453,0,0,2099
100.0,0,453,0,0,2099
