time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4.0,2,9998,2,0,0
5.0,3,9997,3,0,0
6.0,5,9995,5,0,0
7.0,8,9992,8,1,0
8.0,8,9992,8,1,0
9.0,12,9988,12,4,0
10.0,18,9981,18,4,0
11.0,27,9972,27,5,0
12.0,36,9963,36,8,0
13.0,42,9957,42,10,0
14.0,59,9939,59,15,0
15.0,92,9905,92,20,0
16.0,120,9875,120,28,0
17.0,159,9834,159,39,0
18.0,206,9787,206,48,0
19.0,280,9712,280,57,0
20.0,355,9630,355,73,0
21.0,479,9497,479,106,1
22.0,637,9333,637,139,1
23.0,840,9123,840,175,4
24.0,1082,8868,1082,232,4
25.0,1373,8547,1373,316,5
26.0,1736,8159,1736,393,8
27.0,2163,7700,2163,497,10
28.0,2724,7096,2724,622,15
29.0,3222,6527,3222,742,20
30.0,3807,5868,3807,886,28
31.0,4401,5164,4401,1034,39
32.0,4964,4461,4964,1184,48
33.0,5414,3831,5414,1307,57
34.0,5823,3208,5823,1433,73
35.0,6043,2718,6043,1505,107
36.0,6135,2285,6135,1566,140
37.0,6127,1901,6127,1612,179
38.0,5904,1593,5904,1636,236
39.0,5608,1360,5608,1600,321
40.0,5218,1163,5218,1561,401
41.0,4735,995,4735,1487,507
42.0,4189,867,4189,1384,637
43.0,3660,773,3660,1280,762
44.0,3090,710,3090,1142,914
45.0,2603,654,2603,995,1073
46.0,2139,620,2139,842,1232
47.0,1745,583,1745,721,1364
48.0,1403,556,1403,588,1506
49.0,1132,537,1132,486,1612
50.0,900,519,900,396,1706
51.0,695,503,695,314,1791
52.0,522,494,522,236,1872
53.0,411,483,411,190,1921
54.0,325,479,325,149,1962
55.0,251,477,251,117,1994
56.0,201,472,201,93,2021
57.0,157,469,157,73,2042
58.0,126,468,126,59,2056
59.0,99,468,99,47,2068
60.0,81,466,81,42,2074
61.0,57,466,57,31,2085
62.0,42,466,42,22,2094
63.0,30,466,30,18,2098
64.0,23,465,23,14,2102
65.0,18,465,18,11,2105
66.0,13,465,13,8,2108
67.0,8,465,8,5,2111
68.0,7,465,7,5,2111
69.0,7,465,7,5,2111
70.0,3,465,3,2,2114
71.0,2,465,2,1,2115
72.0,3,464,3,1,2115
73.0,3,464,3,1,2115
74.0,1,464,1,0,2116
75.0,1,464,1,0,2116
76.0,1,464,1,0,2116
77.0,2,463,2,0,2116
78.0,2,463,2,0,2116
79.0,2,463,2,0,2116
80.0,2,463,2,0,2116
81.0,2,463,2,0,2116
82.0,1,463,1,0,2116
83.0,1,463,1,0,2116
84.0,1,463,1,0,2116
85.0,1,463,1,0,2116
86.0,1,463,1,0,2116
87.0,0,463,0,0,2116
88.0,0,463,0,0,2116
89.0,0,463,0,0,2116
90.0,0,463,0,0,2116
91.0,0,463,0,0,2116
92.0,0,463,0,0,2116
93.0,0,463,0,0,2116
94.0,0,463,0,0,2116
95.0,0,463,0,0,2116
96.0,0,463,0,0,2116
97.0,0,463,0,0,2116
98.0,0,463,0,0,2116
99.0,0,463,0,0,2116
100.0,0,463,0,0,2116
