time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2.0,3,9997,3,1,0
3.0,3,9997,3,1,0
4.0,4,9996,4,1,0
5.0,6,9994,6,3,0
6.0,10,9990,10,3,0
7.0,13,9987,13,3,0
8.0,17,9983,17,3,0
9.0,30,9970,30,4,0
10.0,41,9959,41,5,0
11.0,61,9939,61,8,0
12.0,79,9919,79,12,0
13.0,115,9883,115,20,0
14.0,145,9851,145,25,1
15.0,187,9809,187,34,1
16.0,267,9725,267,53,1
17.0,355,9634,355,71,1
18.0,472,9513,472,102,1
19.0,593,9378,593,134,3
20.0,808,9153,808,188,3
21.0,1051,8893,1051,246,3
22.0,1371,8557,1371,316,3
23.0,1775,8124,1775,405,4
24.0,2230,7642,2230,531,5
25.0,2708,7128,2708,645,8
26.0,3223,6544,3223,760,12
27.0,3809,5877,3809,911,20
28.0,4419,5171,4419,1071,26
29.0,4963,4517,4963,1195,35
30.0,5389,3901,5389,1327,54
31.0,5813,3257,5813,1428,72
32.0,6061,2712,6061,1516,103
33.0,6152,2244,6152,1601,137
34.0,6121,1866,6121,1614,191
35.0,5964,1568,5964,1610,249
36.0,5695,1302,5695,1591,319
37.0,5269,1130,5269,1546,409
38.0,4740,992,4740,1450,536
39.0,4230,864,4230,1351,653
40.0,3746,764,3746,1248,772
41.0,3134,692,3134,1106,931
42.0,2609,625,2609,951,1097
43.0,2174,578,2174,828,1230
44.0,1745,545,1745,685,1381
45.0,1412,515,1412,573,1500
46.0,1088,505,1088,456,1619
47.0,854,493,854,339,1738
48.0,690,483,690,278,1805
49.0,540,469,540,226,1859
50.0,415,459,415,178,1910
51.0,319,455,319,133,1955
52.0,237,450,237,105,1986
53.0,185,447,185,88,2004
54.0,147,444,147,74,2020
55.0,110,441,110,57,2037
56.0,92,440,92,46,2048
57.0,72,440,72,36,2058
58.0,63,437,63,28,2066
59.0,44,437,44,21,2073
60.0,37,435,37,19,2075
61.0,32,434,32,17,2077
62.0,24,434,24,11,2083
63.0,22,432,22,9,2085
64.0,18,432,18,6,2088
65.0,16,431,16,7,2088
66.0,12,431,12,4,2091
67.0,11,431,11,3,2092
68.0,6,431,6,1,2094
69.0,6,431,6,1,2094
70.0,4,431,4,1,2094
71.0,3,431,3,1,2094
72.0,3,431,3,1,2094
73.0,2,430,2,1,2094
74.0,2,430,2,1,2094
75.0,2,430,2,1,2094
76.0,2,430,2,1,2094
77.0,2,430,2,1,2094
78.0,2,430,2,1,2094
79.0,1,430,1,0,2095
80.0,1,430,1,0,2095
81.0,1,430,1,0,2095
82.0,1,430,1,0,2095
83.0,0,430,0,0,2095
84.0,0,430,0,0,2095
85.0,0,430,0,0,2095
86.0,0,430,0,0,2095
87.0,0,430,0,0,2095
88.0,0,430,0,0,2095
89.0,0,430,0,0,2095
90.0,0,430,0,0,2095
91.0,0,430,0,0,2095
92.0,0,430,0,0,2095
93.0,0,430,0,0,2095
94.0,0,430,0,0,2095
95.0,0,430,0,0,2095
96.0,0,430,0,0,2095
97.0,0,430,0,0,2095
98.0,0,430,0,0,2095
99.0,0,430,0,0,2095
100.0,0,430,0,0,2095
