time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5,1,9999,1,0,0
6.0,2,9998,2,0,0
7.0,2,9998,2,0,0
8.0,4,9996,4,1,0
9.0,5,9995,5,1,0
10.0,5,9994,5,1,0
11.0,6,9993,6,1,0
12.0,6,9993,6,1,0
13.0,6,9993,6,1,0
14.0,9,9990,9,2,0
15.0,11,9988,11,2,0
16.0,12,9986,12,2,0
17.0,17,9981,17,3,0
18.0,19,9978,19,5,0
19.0,27,9969,27,6,0
20.0,41,9954,41,6,0
21.0,51,9943,51,6,0
22.0,72,9921,72,11,1
23.0,93,9900,93,16,1
24.0,121,9870,121,23,1
25.0,149,9840,149,31,1
26.0,201,9786,201,39,1
27.0,273,9710,273,55,1
28.0,379,9602,379,77,2
29.0,494,9479,494,102,2
30.0,629,9329,629,128,2
31.0,799,9147,799,154,3
32.0,1053,8875,1053,216,5
33.0,1337,8574,1337,277,6
34.0,1697,8191,1697,360,6
35.0,2153,7713,2153,463,6
36.0,2647,7167,2647,576,12
37.0,3193,6556,3193,709,17
38.0,3753,5904,3753,861,24
39.0,4328,5223,4328,1021,32
40.0,4852,4567,4852,1167,40
41.0,5281,3967,5281,1295,56
42.0,5625,3392,5625,1387,79
43.0,5909,2844,5909,1485,104
44.0,6054,2373,6054,1561,130
45.0,6029,1996,6029,1629,157
46.0,5857,1677,5857,1633,221
47.0,5599,1400,5599,1634,283
48.0,5223,1200,5223,1598,366
49.0,4757,1050,4757,1529,469
50.0,4283,903,4283,1438,588
51.0,3786,806,3786,1320,726
52.0,3250,723,3250,1183,885
53.0,2713,667,2713,1026,1053
54.0,2240,617,2240,883,1207
55.0,1857,574,1857,750,1351
56.0,1524,541,1524,643,1466
57.0,1213,515,1213,526,1589
58.0,983,490,983,430,1691
59.0,782,480,782,335,1786
60.0,601,474,601,268,1854
61.0,467,468,467,206,1917
62.0,363,464,363,161,1964
63.0,287,461,287,127,1998
64.0,222,459,222,99,2026
65.0,172,457,172,79,2046
66.0,126,456,126,57,2068
67.0,99,452,99,46,2079
68.0,74,447,74,35,2090
69.0,53,447,53,24,2101
70.0,40,447,40,16,2109
71.0,32,444,32,11,2115
72.0,25,443,25,5,2121
73.0,22,443,22,5,2121
74.0,20,442,20,5,2122
75.0,18,441,18,4,2123
76.0,15,441,15,2,2125
77.0,11,441,11,2,2125
78.0,6,441,6,2,2125
79.0,6,441,6,2,2125
80.0,6,441,6,2,2125
81.0,4,441,4,2,2125
82.0,4,440,4,2,2125
83.0,4,440,4,2,2125
84.0,5,439,5,2,2125
85.0,3,439,3,1,2126
86.0,3,439,3,1,2126
87.0,3,439,3,1,2126
88.0,2,439,2,0,2127
89.0,2,439,2,0,2127
90.0,2,439,2,0,2127
91.0,2,439,2,0,2127
92.0,2,438,2,0,2127
93.0,2,438,2,0,2127
94.0,1,438,1,0,2127
95.0,1,438,1,0,2127
96.0,1,438,1,0,2127
97.0,1,438,1,0,2127
98.0,1,438,1,0,2127
99.0,1,438,1,0,2127
100.0,1,438,1,0,2127
