time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2.0,3,9997,3,0,0
3.0,4,9996,4,0,0
4.0,4,9996,4,0,0
5.0,4,9996,4,0,0
6.0,8,9992,8,2,0
7.0,12,9988,12,3,0
8.0,19,9981,19,7,0
9.0,25,9975,25,10,0
10.0,33,9966,33,13,0
11.0,47,9952,47,15,0
12.0,70,9927,70,22,0
13.0,95,9901,95,30,0
14.0,125,9871,125,33,0
15.0,163,9833,163,45,0
16.0,209,9785,209,56,0
17.0,281,9710,281,72,0
18.0,385,9603,385,94,0
19.0,508,9477,508,128,0
20.0,668,9309,668,163,2
21.0,873,9091,873,214,3
22.0,1135,8807,1135,264,7
23.0,1401,8520,1401,321,10
24.0,1812,8079,1812,422,13
25.0,2276,7587,2276,529,15
26.0,2778,7041,2778,645,22
27.0,3357,6395,3357,788,30
28.0,3962,5702,3962,934,33
29.0,4532,5028,4532,1080,45
30.0,5041,4377,5041,1203,56
31.0,5494,3742,5494,1338,72
32.0,5798,3186,5798,1428,94
33.0,6081,2642,6081,1522,128
34.0,6153,2196,6153,1579,165
35.0,6081,1833,6081,1598,217
36.0,5884,1553,5884,1605,271
37.0,5592,1290,5592,1598,331
38.0,5150,1084,5150,1545,435
39.0,4666,943,4666,1465,544
40.0,4142,827,4142,1361,667
41.0,3603,731,3603,1228,818
42.0,3094,647,3094,1095,967
43.0,2569,598,2569,947,1125
44.0,2121,560,2121,819,1259
45.0,1709,529,1709,674,1410
46.0,1402,505,1402,564,1522
47.0,1085,484,1085,442,1650
48.0,844,476,844,351,1744
49.0,667,470,667,281,1815
50.0,513,466,513,221,1876
51.0,387,461,387,169,1929
52.0,273,456,273,121,1980
53.0,210,451,210,93,2009
54.0,163,447,163,74,2028
55.0,124,443,124,56,2046
56.0,87,442,87,40,2062
57.0,63,441,63,30,2072
58.0,52,441,52,24,2078
59.0,43,439,43,18,2084
60.0,38,439,38,16,2086
61.0,28,439,28,10,2092
62.0,23,439,23,7,2095
63.0,19,438,19,6,2096
64.0,15,437,15,5,2097
65.0,12,435,12,4,2098
66.0,8,435,8,1,2101
67.0,6,435,6,0,2102
68.0,6,435,6,0,2102
69.0,4,435,4,0,2102
70.0,4,435,4,0,2102
71.0,5,434,5,0,2102
72.0,5,434,5,0,2102
73.0,4,434,4,0,2102
74.0,3,434,3,0,2102
75.0,1,434,1,0,2102
76.0,1,434,1,0,2102
77.0,2,433,2,0,2102
78.0,2,433,2,0,2102
79.0,2,433,2,0,2102
80.0,2,433,2,0,2102
81.0,1,433,1,0,2102
82.0,1,433,1,0,2102
83.0,1,433,1,0,2102
84.0,1,433,1,0,2102
85.0,1,433,1,0,2102
86.0,1,433,1,0,2102
87.0,0,433,0,0,2102
88.0,0,433,0,0,2102
89.0,0,433,0,0,2102
90.0,0,433,0,0,2102
91.0,0,433,0,0,2102
92.0,0,433,0,0,2102
93.0,0,433,0,0,2102
94.0,0,433,0,0,2102
95.0,0,433,0,0,2102
96.0,0,433,0,0,2102
97.0,0,433,0,0,2102
98.0,0,433,0,0,2102
99.0,0,433,0,0,2102
100.0,0,433,0,0,2102
