time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,3,9997,3,0,0
3.0,4,9996,4,0,0
4.0,4,9996,4,0,0
5.0,5,9995,5,1,0
6.0,6,9994,6,1,0
7.0,6,9994,6,1,0
8.0,9,9991,9,1,0
9.0,12,9988,12,1,0
10.0,13,9986,13,2,0
11.0,13,9985,13,2,0
12.0,13,9984,13,3,0
13.0,15,9981,15,4,0
14.0,17,9979,17,4,0
15.0,20,9976,20,6,0
16.0,24,9971,24,8,0
17.0,27,9968,27,10,0
18.0,27,9965,27,10,0
19.0,27,9961,27,9,1
20.0,33,9954,33,13,1
21.0,34,9952,34,13,1
22.0,35,9951,35,13,1
23.0,42,9942,42,15,1
24.0,47,9934,47,15,2
25.0,56,9924,56,16,2
26.0,65,9911,65,16,3
27.0,70,9904,70,18,4
28.0,81,9890,81,20,4
29.0,85,9880,85,20,6
30.0,93,9867,93,20,8
31.0,101,9855,101,20,10
32.0,128,9827,128,24,10
33.0,142,9806,142,31,10
34.0,164,9773,164,35,14
35.0,178,9750,178,38,14
36.0,198,9718,198,47,14
37.0,224,9686,224,51,16
38.0,253,9644,253,61,17
39.0,295,9593,295,71,18
40.0,343,9533,343,80,19
41.0,404,9459,404,90,22
42.0,448,9389,448,104,24
43.0,517,9304,517,120,26
44.0,594,9200,594,141,28
45.0,671,9101,671,161,30
46.0,773,8972,773,185,34
47.0,875,8837,875,206,41
48.0,977,8696,977,229,49
49.0,1101,8529,1101,260,52
50.0,1205,8366,1205,279,61
51.0,1317,8187,1317,311,67
52.0,1455,7984,1455,340,78
53.0,1593,7768,1593,373,89
54.0,1736,7534,1736,420,99
55.0,1917,7263,1917,475,112
56.0,2043,7020,2043,510,128
57.0,2187,6751,2187,554,146
58.0,2337,6468,2337,600,169
59.0,2471,6179,2471,638,191
60.0,2574,5913,2574,664,219
61.0,2679,5639,2679,682,247
62.0,2774,5350,2774,719,278
63.0,2787,5131,2787,727,312
64.0,2834,4879,2834,756,340
65.0,2842,4630,2842,766,378
66.0,2835,4405,2835,769,418
67.0,2780,4209,2780,764,462
68.0,2716,4002,2716,760,519
69.0,2600,3821,2600,736,587
70.0,2496,3662,2496,723,638
71.0,2345,3523,2345,698,700
72.0,2193,3385,2193,656,769
73.0,2068,3273,2068,623,829
74.0,1953,3139,1953,597,883
75.0,1797,3048,1797,579,929
76.0,1632,2963,1632,531,997
77.0,1506,2890,1506,504,1039
78.0,1359,2826,1359,464,1096
79.0,1231,2769,1231,431,1144
80.0,1122,2714,1122,402,1187
81.0,1034,2661,1034,377,1226
82.0,922,2609,922,337,1279
83.0,831,2571,831,299,1323
84.0,726,2532,726,266,1361
85.0,652,2506,652,233,1398
86.0,584,2482,584,210,1425
87.0,521,2460,521,193,1452
88.0,468,2438,468,172,1480
89.0,418,2418,418,150,1508
90.0,375,2400,375,136,1528
91.0,331,2390,331,122,1543
92.0,289,2376,289,107,1560
93.0,250,2368,250,96,1575
94.0,212,2358,212,83,1589
95.0,183,2351,183,71,1603
96.0,158,2343,158,58,1616
97.0,141,2342,141,52,1622
98.0,125,2338,125,47,1627
99.0,109,2336,109,44,1631
100.0,96,2333,96,41,1635
