time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,9997,3,1,0
2.0,20,9980,20,7,0
3.0,126,9874,126,35,0
4.0,892,9108,892,213,0
5.0,4358,5642,4358,980,0
6.0,7999,2001,7999,1771,0
7.0,9281,719,9281,2054,0
8.0,9595,405,9595,2122,0
9.0,9719,281,9719,2152,0
10.0,9758,242,9758,2161,0
11.0,9775,223,9775,2162,0
12.0,9773,214,9773,2164,0
13.0,9702,207,9702,2165,0
14.0,9115,205,9115,2164,1
15.0,6418,203,6418,2164,1
16.0,3562,203,3562,2158,7
17.0,2535,203,2535,2130,35
18.0,2112,202,2112,1952,213
19.0,1252,201,1252,1185,980
20.0,431,201,431,394,1771
21.0,130,201,130,111,2054
22.0,55,201,55,43,2122
23.0,19,201,19,13,2152
24.0,8,201,8,4,2161
25.0,5,201,5,3,2162
26.0,3,201,3,1,2164
27.0,2,201,2,0,2165
28.0,1,201,1,0,2165
29.0,0,201,0,0,2165
30.0,0,201,0,0,2165
31.0,0,201,0,0,2165
32.0,0,201,0,0,2165
33.0,0,201,0,0,2165
34.0,0,201,0,0,2165
35.0,0,201,0,0,2165
36.0,0,201,0,0,2165
37.0,0,201,0,0,2165
38.0,0,201,0,0,2165
39.0,0,201,0,0,2165
40.0,0,201,0,0,2165
41.0,0,201,0,0,2165
42.0,0,201,0,0,2165
43.0,0,201,0,0,2165
44.0,0,201,0,0,2165
45.0,0,201,0,0,2165
46.0,0,201,0,0,2165
47.0,0,201,0,0,2165
48.0,0,201,0,0,2165
49.0,0,201,0,0,2165
50.0,0,201,0,0,2165
51.0,0,201,0,0,2165
52.0,0,201,0,0,2165
53.0,0,201,0,0,2165
54.0,0,201,0,0,2165
55.0,0,201,0,0,2165
56.0,0,201,0,0,2165
57.0,0,201,0,0,2165
58.0,0,201,0,0,2165
59.0,0,201,0,0,2165
60.0,0,201,0,0,2165
61.0,0,201,0,0,2165
62.0,0,201,0,0,2165
63.0,0,201,0,0,2165
64.0,0,201,0,0,2165
65.0,0,201,0,0,2165
66.0,0,201,0,0,2165
67.0,0,201,0,0,2165
68.0,0,201,0,0,2165
69.0,0,201,0,0,2165
70.0,0,201,0,0,2165
71.0,0,201,0,0,2165
72.0,0,201,0,0,2165
73.0,0,201,0,0,2165
74.0,0,201,0,0,2165
75.0,0,201,0,0,2165
76.0,0,201,0,0,2165
77.0,0,201,0,0,2165
78.0,0,201,0,0,2165
79.0,0,201,0,0,2165
80.0,0,201,0,0,2165
81.0,0,201,0,0,2165
82.0,0,201,0,0,2165
83.0,0,201,0,0,2165
84.0,0,201,0,0,2165
85.0,0,201,0,0,2165
86.0,0,201,0,0,2165
87.0,0,201,0,0,2165
88.0,0,201,0,0,2165
89.0,0,201,0,0,2165
90.0,0,201,0,0,2165
91.0,0,201,0,0,2165
92.0,0,201,0,0,2165
93.0,0,201,0,0,2165
94.0,0,201,0,0,2165
95.0,0,201,0,0,2165
96.0,0,201,0,0,2165
97.0,0,201,0,0,2165
98.0,0,201,0,0,2165
99.0,0,201,0,0,2165
100.0,0,201,0,0,2165
