time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5,1,9999,1,0,0
6,1,9999,1,0,0
7,1,9999,1,0,0
8,1,9999,1,0,0
9,1,9999,1,0,0
10.0,1,9998,1,0,0
11.0,2,9997,2,0,0
12.0,2,9997,2,0,0
13.0,2,9997,2,0,0
14.0,2,9997,2,0,0
15.0,2,9997,2,0,0
16.0,3,9996,3,1,0
17.0,3,9996,3,1,0
18.0,3,9996,3,1,0
19.0,3,9996,3,1,0
20.0,2,9996,2,1,0
21.0,2,9995,2,1,0
22.0,3,9994,3,2,0
23.0,5,9992,5,2,0
24.0,5,9992,5,2,0
25.0,6,9991,6,3,0
26.0,7,9990,7,3,0
27.0,7,9990,7,3,0
28.0,7,9990,7,3,0
29.0,8,9989,8,3,0
30.0,9,9987,9,3,1
31.0,11,9984,11,3,1
32.0,14,9981,14,4,1
33.0,19,9974,19,4,1
34.0,22,9971,22,5,1
35.0,26,9967,26,7,1
36.0,29,9962,29,8,2
37.0,35,9956,35,12,2
38.0,41,9950,41,13,2
39.0,52,9937,52,14,3
40.0,61,9927,61,15,3
41.0,68,9917,68,17,3
42.0,77,9906,77,19,3
43.0,88,9888,88,22,3
44.0,107,9866,107,24,4
45.0,128,9843,128,32,4
46.0,154,9813,154,40,5
47.0,174,9791,174,41,5
48.0,203,9756,203,47,6
49.0,220,9726,220,54,8
50.0,256,9679,256,64,10
51.0,290,9633,290,70,14
52.0,320,9593,320,77,15
53.0,361,9535,361,88,17
54.0,402,9474,402,101,18
55.0,455,9404,455,119,20
56.0,515,9321,515,134,22
57.0,584,9228,584,158,25
58.0,649,9132,649,174,28
59.0,725,9027,725,188,36
60.0,810,8898,810,207,45
61.0,923,8748,923,243,46
62.0,1048,8584,1048,273,53
63.0,1173,8405,1173,304,62
64.0,1281,8238,1281,331,74
65.0,1416,8043,1416,371,84
66.0,1532,7853,1532,410,92
67.0,1657,7649,1657,444,105
68.0,1808,7407,1808,489,119
69.0,1943,7169,1943,512,139
70.0,2077,6917,2077,543,156
71.0,2209,6645,2209,577,183
72.0,2327,6381,2327,609,202
73.0,2439,6108,2439,651,224
74.0,2543,5848,2543,686,252
75.0,2622,5587,2622,703,289
76.0,2718,5311,2718,732,326
77.0,2776,5056,2776,744,366
78.0,2829,4781,2829,761,405
79.0,2834,4531,2834,765,455
80.0,2851,4263,2851,776,502
81.0,2797,4059,2797,776,549
82.0,2736,3848,2736,765,608
83.0,2684,3648,2684,766,651
84.0,2627,3460,2627,768,699
85.0,2552,3267,2552,749,760
86.0,2455,3103,2455,734,811
87.0,2339,2952,2339,705,875
88.0,2196,2813,2196,670,938
89.0,2095,2664,2095,639,992
90.0,1915,2568,1915,595,1058
91.0,1824,2450,1824,571,1110
92.0,1696,2359,1696,532,1166
93.0,1553,2292,1553,494,1220
94.0,1423,2226,1423,449,1278
95.0,1273,2178,1273,413,1325
96.0,1155,2120,1155,374,1373
97.0,1042,2073,1042,339,1417
98.0,924,2030,924,303,1467
99.0,801,1985,801,268,1509
100.0,727,1949,727,241,1545
