time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2.0,8,9992,8,0,0
3.0,36,9964,36,7,0
4.0,103,9897,103,17,0
5.0,320,9680,320,62,0
6.0,864,9136,864,185,0
7.0,2045,7955,2045,435,0
8.0,4174,5826,4174,882,0
9.0,6511,3489,6511,1383,0
10.0,8240,1759,8240,1760,0
11.0,9168,831,9168,1946,0
12.0,9586,406,9586,2034,0
13.0,9761,210,9761,2081,0
14.0,9797,117,9797,2109,0
15.0,9676,66,9676,2118,0
16.0,9278,43,9278,2123,0
17.0,8348,35,8348,2117,7
18.0,6667,24,6667,2111,17
19.0,4788,22,4788,2066,62
20.0,3318,16,3318,1944,185
21.0,2329,13,2329,1695,435
22.0,1545,13,1545,1248,882
23.0,896,12,896,747,1383
24.0,454,12,454,370,1760
25.0,226,12,226,184,1946
26.0,120,12,120,96,2034
27.0,66,12,66,49,2081
28.0,31,12,31,21,2109
29.0,20,12,20,12,2118
30.0,10,12,10,7,2123
31.0,7,12,7,6,2124
32.0,3,12,3,2,2128
33.0,2,12,2,2,2128
34.0,1,12,1,1,2129
35.0,0,12,0,0,2130
36.0,0,12,0,0,2130
37.0,0,12,0,0,2130
38.0,0,12,0,0,2130
39.0,0,12,0,0,2130
40.0,0,12,0,0,2130
41.0,0,12,0,0,2130
42.0,0,12,0,0,2130
43.0,0,12,0,0,2130
44.0,0,12,0,0,2130
45.0,0,12,0,0,2130
46.0,0,12,0,0,2130
47.0,0,12,0,0,2130
48.0,0,12,0,0,2130
49.0,0,12,0,0,2130
50.0,0,12,0,0,2130
51.0,0,12,0,0,2130
52.0,0,12,0,0,2130
53.0,0,12,0,0,2130
54.0,0,12,0,0,2130
55.0,0,12,0,0,2130
56.0,0,12,0,0,2130
57.0,0,12,0,0,2130
58.0,0,12,0,0,2130
59.0,0,12,0,0,2130
60.0,0,12,0,0,2130
61.0,0,12,0,0,2130
62.0,0,12,0,0,2130
63.0,0,12,0,0,2130
64.0,0,12,0,0,2130
65.0,0,12,0,0,2130
66.0,0,12,0,0,2130
67.0,0,12,0,0,2130
68.0,0,12,0,0,2130
69.0,0,12,0,0,2130
70.0,0,12,0,0,2130
71.0,0,12,0,0,2130
72.0,0,12,0,0,2130
73.0,0,12,0,0,2130
74.0,0,12,0,0,2130
75.0,0,12,0,0,2130
76.0,0,12,0,0,2130
77.0,0,12,0,0,2130
78.0,0,12,0,0,2130
79.0,0,12,0,0,2130
80.0,0,12,0,0,2130
81.0,0,12,0,0,2130
82.0,0,12,0,0,2130
83.0,0,12,0,0,2130
84.0,0,12,0,0,2130
85.0,0,12,0,0,2130
86.0,0,12,0,0,2130
87.0,0,12,0,0,2130
88.0,0,12,0,0,2130
89.0,0,12,0,0,2130
90.0,0,12,0,0,2130
91.0,0,12,0,0,2130
92.0,0,12,0,0,2130
93.0,0,12,0,0,2130
94.0,0,12,0,0,2130
95.0,0,12,0,0,2130
96.0,0,12,0,0,2130
97.0,0,12,0,0,2130
98.0,0,12,0,0,2130
99.0,0,12,0,0,2130
100.0,0,12,0,0,2130
