time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2,1,9999,1,1,0
3,1,9999,1,1,0
4.0,3,9997,3,1,0
5.0,5,9995,5,1,0
6.0,7,9993,7,1,0
7.0,23,9977,23,5,0
8.0,55,9945,55,15,0
9.0,161,9839,161,46,0
10.0,389,9611,389,93,0
11.0,886,9114,886,204,0
12.0,1960,8040,1960,443,0
13.0,3820,6180,3820,866,0
14.0,6007,3990,6007,1331,1
15.0,7938,2057,7938,1765,1
16.0,9030,963,9030,2017,1
17.0,9545,436,9545,2131,1
18.0,9767,192,9767,2187,1
19.0,9799,85,9799,2215,1
20.0,9665,38,9665,2228,1
21.0,9296,17,9296,2227,5
22.0,8457,11,8457,2219,15
23.0,6994,6,6994,2189,46
24.0,5226,3,5226,2142,93
25.0,3617,2,3617,2031,204
26.0,2536,2,2536,1792,443
27.0,1700,2,1700,1369,866
28.0,1046,2,1046,903,1332
29.0,533,2,533,469,1766
30.0,247,2,247,217,2018
31.0,115,2,115,103,2132
32.0,55,2,55,47,2188
33.0,23,2,23,19,2216
34.0,7,2,7,6,2229
35.0,3,2,3,3,2232
36.0,1,2,1,1,2234
37.0,0,2,0,0,2235
38.0,0,2,0,0,2235
39.0,0,2,0,0,2235
40.0,0,2,0,0,2235
41.0,0,2,0,0,2235
42.0,0,2,0,0,2235
43.0,0,2,0,0,2235
44.0,0,2,0,0,2235
45.0,0,2,0,0,2235
46.0,0,2,0,0,2235
47.0,0,2,0,0,2235
48.0,0,2,0,0,2235
49.0,0,2,0,0,2235
50.0,0,2,0,0,2235
51.0,0,2,0,0,2235
52.0,0,2,0,0,2235
53.0,0,2,0,0,2235
54.0,0,2,0,0,2235
55.0,0,2,0,0,2235
56.0,0,2,0,0,2235
57.0,0,2,0,0,2235
58.0,0,2,0,0,2235
59.0,0,2,0,0,2235
60.0,0,2,0,0,2235
61.0,0,2,0,0,2235
62.0,0,2,0,0,2235
63.0,0,2,0,0,2235
64.0,0,2,0,0,2235
65.0,0,2,0,0,2235
66.0,0,2,0,0,2235
67.0,0,2,0,0,2235
68.0,0,2,0,0,2235
69.0,0,2,0,0,2235
70.0,0,2,0,0,2235
71.0,0,2,0,0,2235
72.0,0,2,0,0,2235
73.0,0,2,0,0,2235
74.0,0,2,0,0,2235
75.0,0,2,0,0,2235
76.0,0,2,0,0,2235
77.0,0,2,0,0,2235
78.0,0,2,0,0,2235
79.0,0,2,0,0,2235
80.0,0,2,0,0,2235
81.0,0,2,0,0,2235
82.0,0,2,0,0,2235
83.0,0,2,0,0,2235
84.0,0,2,0,0,2235
85.0,0,2,0,0,2235
86.0,0,2,0,0,2235
87.0,0,2,0,0,2235
88.0,0,2,0,0,2235
89.0,0,2,0,0,2235
90.0,0,2,0,0,2235
91.0,0,2,0,0,2235
92.0,0,2,0,0,2235
93.0,0,2,0,0,2235
94.0,0,2,0,0,2235
95.0,0,2,0,0,2235
96.0,0,2,0,0,2235
97.0,0,2,0,0,2235
98.0,0,2,0,0,2235
99.0,0,2,0,0,2235
100.0,0,2,0,0,2235
