time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3.0,3,9997,3,2,0
4.0,8,9992,8,3,0
5.0,12,9988,12,4,0
6.0,19,9981,19,6,0
7.0,29,9971,29,7,0
8.0,45,9955,45,8,0
9.0,75,9925,75,14,0
10.0,117,9882,117,21,0
11.0,175,9824,175,35,0
12.0,250,9749,250,51,0
13.0,388,9611,388,85,0
14.0,600,9395,600,133,0
15.0,898,9094,898,184,0
16.0,1327,8660,1327,265,0
17.0,1970,8006,1970,400,2
18.0,2833,7127,2833,587,3
19.0,3829,6106,3829,805,4
20.0,4988,4909,4988,1054,6
21.0,6191,3661,6191,1309,7
22.0,7270,2522,7270,1541,8
23.0,8081,1601,8081,1750,14
24.0,8537,970,8537,1874,21
25.0,8697,546,8697,1957,35
26.0,8561,313,8561,1993,51
27.0,8166,157,8166,2001,85
28.0,7505,79,7505,1964,133
29.0,6688,43,6688,1916,184
30.0,5682,22,5682,1839,265
31.0,4562,13,4562,1705,402
32.0,3472,9,3472,1518,590
33.0,2549,7,2549,1300,809
34.0,1800,5,1800,1049,1060
35.0,1218,4,1218,793,1316
36.0,804,4,804,560,1549
37.0,475,4,475,345,1764
38.0,278,3,278,214,1895
39.0,148,3,148,117,1992
40.0,79,3,79,65,2044
41.0,31,3,31,23,2086
42.0,17,3,17,12,2097
43.0,13,3,13,9,2100
44.0,7,3,7,5,2104
45.0,3,3,3,2,2107
46.0,2,3,2,1,2108
47.0,1,3,1,0,2109
48.0,0,3,0,0,2109
49.0,0,3,0,0,2109
50.0,0,3,0,0,2109
51.0,0,3,0,0,2109
52.0,0,3,0,0,2109
53.0,0,3,0,0,2109
54.0,0,3,0,0,2109
55.0,0,3,0,0,2109
56.0,0,3,0,0,2109
57.0,0,3,0,0,2109
58.0,0,3,0,0,2109
59.0,0,3,0,0,2109
60.0,0,3,0,0,2109
61.0,0,3,0,0,2109
62.0,0,3,0,0,2109
63.0,0,3,0,0,2109
64.0,0,3,0,0,2109
65.0,0,3,0,0,2109
66.0,0,3,0,0,2109
67.0,0,3,0,0,2109
68.0,0,3,0,0,2109
69.0,0,3,0,0,2109
70.0,0,3,0,0,2109
71.0,0,3,0,0,2109
72.0,0,3,0,0,2109
73.0,0,3,0,0,2109
74.0,0,3,0,0,2109
75.0,0,3,0,0,2109
76.0,0,3,0,0,2109
77.0,0,3,0,0,2109
78.0,0,3,0,0,2109
79.0,0,3,0,0,2109
80.0,0,3,0,0,2109
81.0,0,3,0,0,2109
82.0,0,3,0,0,2109
83.0,0,3,0,0,2109
84.0,0,3,0,0,2109
85.0,0,3,0,0,2109
86.0,0,3,0,0,2109
87.0,0,3,0,0,2109
88.0,0,3,0,0,2109
89.0,0,3,0,0,2109
90.0,0,3,0,0,2109
91.0,0,3,0,0,2109
92.0,0,3,0,0,2109
93.0,0,3,0,0,2109
94.0,0,3,0,0,2109
95.0,0,3,0,0,2109
96.0,0,3,0,0,2109
97.0,0,3,0,0,2109
98.0,0,3,0,0,2109
99.0,0,3,0,0,2109
100.0,0,3,0,0,2109
