time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2.0,2,9998,2,0,0
3.0,11,9989,11,1,0
4.0,25,9975,25,4,0
5.0,75,9925,75,13,0
6.0,337,9663,337,72,0
7.0,1473,8527,1473,332,0
8.0,3323,6677,3323,711,0
9.0,5471,4529,5471,1160,0
10.0,7240,2759,7240,1531,0
11.0,8312,1687,8312,1768,0
12.0,9005,993,9005,1903,0
13.0,9401,589,9401,1994,0
14.0,9628,351,9628,2053,0
15.0,9749,189,9749,2088,0
16.0,9623,112,9623,2113,0
17.0,8787,71,8787,2122,1
18.0,7335,49,7335,2122,4
19.0,5642,34,5642,2117,13
20.0,4185,33,4185,2058,72
21.0,3098,25,3098,1799,332
22.0,2162,23,2162,1422,711
23.0,1401,22,1401,973,1160
24.0,851,22,851,602,1531
25.0,488,21,488,366,1768
26.0,302,20,302,231,1903
27.0,180,20,180,140,1994
28.0,102,20,102,81,2053
29.0,56,20,56,46,2088
30.0,30,20,30,21,2113
31.0,13,20,13,11,2123
32.0,10,20,10,8,2126
33.0,5,20,5,4,2130
34.0,5,20,5,4,2130
35.0,4,20,4,3,2131
36.0,1,20,1,1,2133
37.0,1,20,1,1,2133
38.0,1,20,1,1,2133
39.0,0,20,0,0,2134
40.0,0,20,0,0,2134
41.0,0,20,0,0,2134
42.0,0,20,0,0,2134
43.0,0,20,0,0,2134
44.0,0,20,0,0,2134
45.0,0,20,0,0,2134
46.0,0,20,0,0,2134
47.0,0,20,0,0,2134
48.0,0,20,0,0,2134
49.0,0,20,0,0,2134
50.0,0,20,0,0,2134
51.0,0,20,0,0,2134
52.0,0,20,0,0,2134
53.0,0,20,0,0,2134
54.0,0,20,0,0,2134
55.0,0,20,0,0,2134
56.0,0,20,0,0,2134
57.0,0,20,0,0,2134
58.0,0,20,0,0,2134
59.0,0,20,0,0,2134
60.0,0,20,0,0,2134
61.0,0,20,0,0,2134
62.0,0,20,0,0,2134
63.0,0,20,0,0,2134
64.0,0,20,0,0,2134
65.0,0,20,0,0,2134
66.0,0,20,0,0,2134
67.0,0,20,0,0,2134
68.0,0,20,0,0,2134
69.0,0,20,0,0,2134
70.0,0,20,0,0,2134
71.0,0,20,0,0,2134
72.0,0,20,0,0,2134
73.0,0,20,0,0,2134
74.0,0,20,0,0,2134
75.0,0,20,0,0,2134
76.0,0,20,0,0,2134
77.0,0,20,0,0,2134
78.0,0,20,0,0,2134
79.0,0,20,0,0,2134
80.0,0,20,0,0,2134
81.0,0,20,0,0,2134
82.0,0,20,0,0,2134
83.0,0,20,0,0,2134
84.0,0,20,0,0,2134
85.0,0,20,0,0,2134
86.0,0,20,0,0,2134
87.0,0,20,0,0,2134
88.0,0,20,0,0,2134
89.0,0,20,0,0,2134
90.0,0,20,0,0,2134
91.0,0,20,0,0,2134
92.0,0,20,0,0,2134
93.0,0,20,0,0,2134
94.0,0,20,0,0,2134
95.0,0,20,0,0,2134
96.0,0,20,0,0,2134
97.0,0,20,0,0,2134
98.0,0,20,0,0,2134
99.0,0,20,0,0,2134
100.0,0,20,0,0,2134
