time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,9997,3,0,0
2.0,7,9993,7,1,0
3.0,10,9990,10,2,0
4.0,26,9974,26,5,0
5.0,36,9964,36,7,0
6.0,54,9946,54,12,0
7.0,86,9914,86,25,0
8.0,150,9850,150,40,0
9.0,266,9734,266,69,0
10.0,405,9594,405,94,0
11.0,682,9315,682,153,0
12.0,1118,8876,1118,249,0
13.0,1813,8179,1813,394,0
14.0,2803,7176,2803,612,0
15.0,4158,5813,4158,904,0
16.0,5617,4340,5617,1222,1
17.0,7039,2898,7039,1530,2
18.0,8111,1774,8111,1803,5
19.0,8756,1040,8756,1946,7
20.0,9101,575,9101,2054,12
21.0,9114,329,9114,2095,25
22.0,8908,177,8908,2119,40
23.0,8411,93,8411,2108,69
24.0,7643,51,7643,2092,94
25.0,6526,38,6526,2035,153
26.0,5287,27,5287,1940,249
27.0,4012,24,4012,1795,394
28.0,2950,20,2950,1577,612
29.0,2074,15,2074,1286,904
30.0,1407,11,1407,968,1223
31.0,908,9,908,659,1532
32.0,521,7,521,383,1808
33.0,310,7,310,238,1953
34.0,164,7,164,125,2066
35.0,99,7,99,71,2120
36.0,50,7,50,32,2159
37.0,29,7,29,14,2177
38.0,16,7,16,5,2186
39.0,10,7,10,3,2188
40.0,6,7,6,2,2189
41.0,4,7,4,2,2189
42.0,2,7,2,2,2189
43.0,1,7,1,1,2190
44.0,0,7,0,0,2191
45.0,0,7,0,0,2191
46.0,0,7,0,0,2191
47.0,0,7,0,0,2191
48.0,0,7,0,0,2191
49.0,0,7,0,0,2191
50.0,0,7,0,0,2191
51.0,0,7,0,0,2191
52.0,0,7,0,0,2191
53.0,0,7,0,0,2191
54.0,0,7,0,0,2191
55.0,0,7,0,0,2191
56.0,0,7,0,0,2191
57.0,0,7,0,0,2191
58.0,0,7,0,0,2191
59.0,0,7,0,0,2191
60.0,0,7,0,0,2191
61.0,0,7,0,0,2191
62.0,0,7,0,0,2191
63.0,0,7,0,0,2191
64.0,0,7,0,0,2191
65.0,0,7,0,0,2191
66.0,0,7,0,0,2191
67.0,0,7,0,0,2191
68.0,0,7,0,0,2191
69.0,0,7,0,0,2191
70.0,0,7,0,0,2191
71.0,0,7,0,0,2191
72.0,0,7,0,0,2191
73.0,0,7,0,0,2191
74.0,0,7,0,0,2191
75.0,0,7,0,0,2191
76.0,0,7,0,0,2191
77.0,0,7,0,0,2191
78.0,0,7,0,0,2191
79.0,0,7,0,0,2191
80.0,0,7,0,0,2191
81.0,0,7,0,0,2191
82.0,0,7,0,0,2191
83.0,0,7,0,0,2191
84.0,0,7,0,0,2191
85.0,0,7,0,0,2191
86.0,0,7,0,0,2191
87.0,0,7,0,0,2191
88.0,0,7,0,0,2191
89.0,0,7,0,0,2191
90.0,0,7,0,0,2191
91.0,0,7,0,0,2191
92.0,0,7,0,0,2191
93.0,0,7,0,0,2191
94.0,0,7,0,0,2191
95.0,0,7,0,0,2191
96.0,0,7,0,0,2191
97.0,0,7,0,0,2191
98.0,0,7,0,0,2191
99.0,0,7,0,0,2191
100.0,0,7,0,0,2191
