time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,1999,1,1,0
2,1,1999,1,1,0
3,1,1999,1,1,0
4,1,1999,1,1,0
5,1,1999,1,1,0
6.0,2,1998,2,1,0
7.0,3,1997,3,1,0
8.0,7,1993,7,3,0
9.0,21,1979,21,8,0
10.0,38,1962,38,14,0
11.0,83,1917,83,19,0
12.0,158,1842,158,38,0
13.0,246,1754,246,49,0
14.0,347,1652,347,69,1
15.0,445,1554,445,89,1
16.0,546,1452,546,111,1
17.0,638,1359,638,132,1
18.0,735,1260,735,149,1
19.0,831,1155,831,172,1
20.0,915,1060,915,192,1
21.0,956,979,956,213,1
22.0,969,908,969,225,3
23.0,972,823,972,236,8
24.0,965,743,965,247,14
25.0,941,684,941,251,19
26.0,907,619,907,244,38
27.0,889,554,889,242,49
28.0,831,509,831,230,70
29.0,763,475,763,214,90
30.0,693,448,693,198,112
31.0,644,416,644,186,133
32.0,588,398,588,176,150
33.0,519,375,519,157,173
34.0,463,348,463,144,193
35.0,410,330,410,127,214
36.0,357,316,357,117,228
37.0,298,303,298,105,244
38.0,252,296,252,90,261
39.0,222,287,222,83,270
40.0,190,286,190,71,282
41.0,165,279,165,63,291
42.0,146,278,146,55,300
43.0,128,273,128,52,304
44.0,103,272,103,46,310
45.0,80,272,80,37,319
46.0,63,272,63,30,326
47.0,50,272,50,26,330
48.0,38,272,38,19,337
49.0,27,272,27,15,341
50.0,22,272,22,11,345
51.0,12,272,12,7,349
52.0,10,272,10,5,351
53.0,4,272,4,3,353
54.0,3,272,3,3,353
55.0,2,272,2,2,354
56.0,1,272,1,1,355
57.0,0,272,0,0,356
58.0,0,272,0,0,356
59.0,0,272,0,0,356
60.0,0,272,0,0,356
61.0,0,272,0,0,356
62.0,0,272,0,0,356
63.0,0,272,0,0,356
64.0,0,272,0,0,356
65.0,0,272,0,0,356
66.0,0,272,0,0,356
67.0,0,272,0,0,356
68.0,0,272,0,0,356
69.0,0,272,0,0,356
70.0,0,272,0,0,356
71.0,0,272,0,0,356
72.0,0,272,0,0,356
73.0,0,272,0,0,356
74.0,0,272,0,0,356
75.0,0,272,0,0,356
76.0,0,272,0,0,356
77.0,0,272,0,0,356
78.0,0,272,0,0,356
79.0,0,272,0,0,356
80.0,0,272,0,0,356
81.0,0,272,0,0,356
82.0,0,272,0,0,356
83.0,0,272,0,0,356
84.0,0,272,0,0,356
85.0,0,272,0,0,356
86.0,0,272,0,0,356
87.0,0,272,0,0,356
88.0,0,272,0,0,356
89.0,0,272,0,0,356
90.0,0,272,0,0,356
91.0,0,272,0,0,356
92.0,0,272,0,0,356
93.0,0,272,0,0,356
94.0,0,272,0,0,356
95.0,0,272,0,0,356
96.0,0,272,0,0,356
97.0,0,272,0,0,356
98.0,0,272,0,0,356
99.0,0,272,0,0,356
100.0,0,272,0,0,356
