time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2.0,2,9998,2,0,0
3.0,3,9997,3,0,0
4.0,5,9995,5,0,0
5.0,6,9994,6,1,0
6.0,14,9986,14,4,0
7.0,35,9965,35,10,0
8.0,62,9938,62,15,0
9.0,88,9912,88,23,0
10.0,144,9855,144,36,0
11.0,215,9784,215,48,0
12.0,363,9635,363,90,0
13.0,589,9408,589,138,0
14.0,953,9042,953,224,0
15.0,1443,8552,1443,318,0
16.0,2150,7840,2150,487,0
17.0,3113,6862,3113,716,0
18.0,4193,5760,4193,962,0
19.0,5412,4522,5412,1236,1
20.0,6572,3315,6572,1467,4
21.0,7472,2350,7472,1679,10
22.0,8075,1635,8075,1824,15
23.0,8447,1076,8447,1933,23
24.0,8542,688,8542,2021,36
25.0,8361,461,8361,2060,48
26.0,7913,324,7913,2048,90
27.0,7217,223,7217,2023,138
28.0,6341,157,6341,1954,224
29.0,5314,127,5314,1865,318
30.0,4203,96,4203,1706,487
31.0,3243,80,3243,1481,716
32.0,2441,71,2441,1235,962
33.0,1731,64,1731,961,1237
34.0,1216,58,1216,730,1471
35.0,826,54,826,512,1689
36.0,574,49,574,363,1839
37.0,379,49,379,246,1956
38.0,230,48,230,145,2057
39.0,154,48,154,94,2108
40.0,103,48,103,64,2138
41.0,68,48,68,41,2161
42.0,42,48,42,24,2178
43.0,31,48,31,19,2183
44.0,19,47,19,9,2193
45.0,11,47,11,5,2197
46.0,7,47,7,5,2197
47.0,7,46,7,5,2198
48.0,3,46,3,2,2201
49.0,3,46,3,2,2201
50.0,3,45,3,1,2202
51.0,3,45,3,1,2202
52.0,3,45,3,1,2202
53.0,3,45,3,1,2202
54.0,2,45,2,1,2202
55.0,2,45,2,1,2202
56.0,2,45,2,1,2202
57.0,2,45,2,1,2202
58.0,2,45,2,1,2202
59.0,2,45,2,1,2202
60.0,1,45,1,1,2202
61.0,0,45,0,0,2203
62.0,0,45,0,0,2203
63.0,0,45,0,0,2203
64.0,0,45,0,0,2203
65.0,0,45,0,0,2203
66.0,0,45,0,0,2203
67.0,0,45,0,0,2203
68.0,0,45,0,0,2203
69.0,0,45,0,0,2203
70.0,0,45,0,0,2203
71.0,0,45,0,0,2203
72.0,0,45,0,0,2203
73.0,0,45,0,0,2203
74.0,0,45,0,0,2203
75.0,0,45,0,0,2203
76.0,0,45,0,0,2203
77.0,0,45,0,0,2203
78.0,0,45,0,0,2203
79.0,0,45,0,0,2203
80.0,0,45,0,0,2203
81.0,0,45,0,0,2203
82.0,0,45,0,0,2203
83.0,0,45,0,0,2203
84.0,0,45,0,0,2203
85.0,0,45,0,0,2203
86.0,0,45,0,0,2203
87.0,0,45,0,0,2203
88.0,0,45,0,0,2203
89.0,0,45,0,0,2203
90.0,0,45,0,0,2203
91.0,0,45,0,0,2203
92.0,0,45,0,0,2203
93.0,0,45,0,0,2203
94.0,0,45,0,0,2203
95.0,0,45,0,0,2203
96.0,0,45,0,0,2203
97.0,0,45,0,0,2203
98.0,0,45,0,0,2203
99.0,0,45,0,0,2203
100.0,0,45,0,0,2203
