time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,3,9997,3,0,0
3.0,5,9995,5,0,0
4.0,5,9995,5,0,0
5.0,8,9992,8,1,0
6.0,16,9984,16,3,0
7.0,23,9977,23,5,0
8.0,39,9961,39,10,0
9.0,62,9938,62,18,0
10.0,85,9914,85,24,0
11.0,144,9854,144,41,0
12.0,233,9764,233,59,0
13.0,397,9598,397,89,0
14.0,614,9381,614,139,0
15.0,927,9066,927,202,0
16.0,1427,8560,1427,303,0
17.0,2132,7850,2132,471,0
18.0,3042,6929,3042,659,0
19.0,4090,5865,4090,904,1
20.0,5284,4651,5284,1163,3
21.0,6381,3509,6381,1419,5
22.0,7330,2483,7330,1631,10
23.0,7991,1678,7991,1787,18
24.0,8384,1112,8384,1912,24
25.0,8509,718,8509,1958,41
26.0,8335,469,8335,1998,59
27.0,7939,293,7939,2000,89
28.0,7253,196,7253,1974,139
29.0,6428,140,6428,1923,202
30.0,5409,105,5409,1829,303
31.0,4377,85,4377,1665,471
32.0,3399,66,3399,1482,659
33.0,2522,56,2522,1238,905
34.0,1834,48,1834,979,1166
35.0,1248,45,1248,722,1424
36.0,843,42,843,505,1641
37.0,538,39,538,341,1805
38.0,334,39,334,210,1936
39.0,227,39,227,147,1999
40.0,143,37,143,89,2057
41.0,95,37,95,57,2089
42.0,57,37,57,33,2113
43.0,37,37,37,21,2125
44.0,24,37,24,14,2132
45.0,18,37,18,10,2136
46.0,11,36,11,5,2141
47.0,6,36,6,3,2143
48.0,4,36,4,1,2145
49.0,3,36,3,0,2146
50.0,1,36,1,0,2146
51.0,1,36,1,0,2146
52.0,1,36,1,0,2146
53.0,1,36,1,0,2146
54.0,2,35,2,0,2146
55.0,2,35,2,0,2146
56.0,1,35,1,0,2146
57.0,1,35,1,0,2146
58.0,1,35,1,0,2146
59.0,1,35,1,0,2146
60.0,1,35,1,0,2146
61.0,1,35,1,0,2146
62.0,1,35,1,0,2146
63.0,1,35,1,0,2146
64.0,0,35,0,0,2146
65.0,0,35,0,0,2146
66.0,0,35,0,0,2146
67.0,0,35,0,0,2146
68.0,0,35,0,0,2146
69.0,0,35,0,0,2146
70.0,0,35,0,0,2146
71.0,0,35,0,0,2146
72.0,0,35,0,0,2146
73.0,0,35,0,0,2146
74.0,0,35,0,0,2146
75.0,0,35,0,0,2146
76.0,0,35,0,0,2146
77.0,0,35,0,0,2146
78.0,0,35,0,0,2146
79.0,0,35,0,0,2146
80.0,0,35,0,0,2146
81.0,0,35,0,0,2146
82.0,0,35,0,0,2146
83.0,0,35,0,0,2146
84.0,0,35,0,0,2146
85.0,0,35,0,0,2146
86.0,0,35,0,0,2146
87.0,0,35,0,0,2146
88.0,0,35,0,0,2146
89.0,0,35,0,0,2146
90.0,0,35,0,0,2146
91.0,0,35,0,0,2146
92.0,0,35,0,0,2146
93.0,0,35,0,0,2146
94.0,0,35,0,0,2146
95.0,0,35,0,0,2146
96.0,0,35,0,0,2146
97.0,0,35,0,0,2146
98.0,0,35,0,0,2146
99.0,0,35,0,0,2146
100.0,0,35,0,0,2146
