time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,1,0
2.0,2,9998,2,1,0
3.0,3,9997,3,1,0
4.0,7,9993,7,1,0
5.0,15,9985,15,3,0
6.0,30,9970,30,8,0
7.0,56,9944,56,16,0
8.0,85,9915,85,20,0
9.0,141,9859,141,32,0
10.0,238,9761,238,61,0
11.0,385,9614,385,92,0
12.0,636,9363,636,152,0
13.0,1014,8984,1014,236,0
14.0,1548,8446,1548,349,0
15.0,2283,7704,2283,508,1
16.0,3257,6720,3257,730,1
17.0,4434,5525,4434,1023,1
18.0,5693,4241,5693,1292,1
19.0,6782,3106,6782,1529,3
20.0,7663,2151,7663,1726,8
21.0,8262,1428,8262,1886,16
22.0,8569,926,8569,1980,20
23.0,8603,585,8603,2054,32
24.0,8346,388,8346,2060,61
25.0,7866,255,7866,2057,92
26.0,7132,167,7132,2015,152
27.0,6193,120,6193,1938,236
28.0,5088,97,5088,1831,349
29.0,4056,73,4056,1676,509
30.0,3093,61,3093,1459,731
31.0,2254,52,2254,1167,1024
32.0,1585,48,1585,899,1293
33.0,1097,42,1097,662,1532
34.0,735,40,735,461,1734
35.0,463,39,463,293,1902
36.0,297,37,297,195,2000
37.0,173,35,173,109,2086
38.0,121,35,121,74,2121
39.0,74,35,74,46,2149
40.0,50,34,50,28,2167
41.0,35,34,35,21,2174
42.0,26,34,26,15,2180
43.0,17,34,17,10,2185
44.0,11,34,11,5,2190
45.0,9,34,9,4,2191
46.0,6,34,6,3,2192
47.0,2,34,2,1,2194
48.0,1,34,1,0,2195
49.0,2,33,2,0,2195
50.0,1,33,1,0,2195
51.0,1,33,1,0,2195
52.0,1,33,1,0,2195
53.0,1,33,1,0,2195
54.0,1,33,1,0,2195
55.0,1,33,1,0,2195
56.0,1,33,1,0,2195
57.0,1,33,1,0,2195
58.0,1,33,1,0,2195
59.0,0,33,0,0,2195
60.0,0,33,0,0,2195
61.0,0,33,0,0,2195
62.0,0,33,0,0,2195
63.0,0,33,0,0,2195
64.0,0,33,0,0,2195
65.0,0,33,0,0,2195
66.0,0,33,0,0,2195
67.0,0,33,0,0,2195
68.0,0,33,0,0,2195
69.0,0,33,0,0,2195
70.0,0,33,0,0,2195
71.0,0,33,0,0,2195
72.0,0,33,0,0,2195
73.0,0,33,0,0,2195
74.0,0,33,0,0,2195
75.0,0,33,0,0,2195
76.0,0,33,0,0,2195
77.0,0,33,0,0,2195
78.0,0,33,0,0,2195
79.0,0,33,0,0,2195
80.0,0,33,0,0,2195
81.0,0,33,0,0,2195
82.0,0,33,0,0,2195
83.0,0,33,0,0,2195
84.0,0,33,0,0,2195
85.0,0,33,0,0,2195
86.0,0,33,0,0,2195
87.0,0,33,0,0,2195
88.0,0,33,0,0,2195
89.0,0,33,0,0,2195
90.0,0,33,0,0,2195
91.0,0,33,0,0,2195
92.0,0,33,0,0,2195
93.0,0,33,0,0,2195
94.0,0,33,0,0,2195
95.0,0,33,0,0,2195
96.0,0,33,0,0,2195
97.0,0,33,0,0,2195
98.0,0,33,0,0,2195
99.0,0,33,0,0,2195
100.0,0,33,0,0,2195
