time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4.0,3,9997,3,1,0
5.0,7,9993,7,2,0
6.0,15,9985,15,3,0
7.0,26,9974,26,7,0
8.0,52,9948,52,15,0
9.0,72,9928,72,16,0
10.0,126,9873,126,24,0
11.0,201,9798,201,45,0
12.0,342,9657,342,78,0
13.0,566,9433,566,136,0
14.0,869,9129,869,202,0
15.0,1372,8623,1372,313,0
16.0,2056,7932,2056,465,0
17.0,2941,7040,2941,670,0
18.0,4039,5923,4039,915,1
19.0,5291,4651,5291,1191,2
20.0,6458,3436,6458,1476,3
21.0,7362,2474,7362,1670,7
22.0,8050,1670,8050,1831,15
23.0,8448,1105,8448,1943,16
24.0,8589,718,8589,2008,24
25.0,8418,473,8418,2037,45
26.0,8017,302,8017,2038,78
27.0,7374,200,7374,2012,136
28.0,6495,142,6495,1961,202
29.0,5418,113,5418,1857,313
30.0,4352,98,4352,1710,465
31.0,3407,74,3407,1512,670
32.0,2535,65,2535,1269,916
33.0,1814,57,1814,993,1193
34.0,1216,55,1216,707,1479
35.0,823,55,823,509,1677
36.0,520,52,520,340,1846
37.0,338,51,338,227,1959
38.0,223,50,223,155,2032
39.0,152,49,152,105,2082
40.0,108,49,108,71,2116
41.0,59,49,59,39,2148
42.0,38,49,38,24,2163
43.0,24,49,24,17,2170
44.0,17,49,17,12,2175
45.0,10,49,10,5,2182
46.0,4,49,4,2,2185
47.0,2,49,2,1,2186
48.0,3,48,3,1,2186
49.0,2,48,2,1,2186
50.0,2,48,2,1,2186
51.0,2,48,2,1,2186
52.0,1,48,1,0,2187
53.0,1,48,1,0,2187
54.0,1,48,1,0,2187
55.0,1,48,1,0,2187
56.0,1,48,1,0,2187
57.0,1,48,1,0,2187
58.0,0,48,0,0,2187
59.0,0,48,0,0,2187
60.0,0,48,0,0,2187
61.0,0,48,0,0,2187
62.0,0,48,0,0,2187
63.0,0,48,0,0,2187
64.0,0,48,0,0,2187
65.0,0,48,0,0,2187
66.0,0,48,0,0,2187
67.0,0,48,0,0,2187
68.0,0,48,0,0,2187
69.0,0,48,0,0,2187
70.0,0,48,0,0,2187
71.0,0,48,0,0,2187
72.0,0,48,0,0,2187
73.0,0,48,0,0,2187
74.0,0,48,0,0,2187
75.0,0,48,0,0,2187
76.0,0,48,0,0,2187
77.0,0,48,0,0,2187
78.0,0,48,0,0,2187
79.0,0,48,0,0,2187
80.0,0,48,0,0,2187
81.0,0,48,0,0,2187
82.0,0,48,0,0,2187
83.0,0,48,0,0,2187
84.0,0,48,0,0,2187
85.0,0,48,0,0,2187
86.0,0,48,0,0,2187
87.0,0,48,0,0,2187
88.0,0,48,0,0,2187
89.0,0,48,0,0,2187
90.0,0,48,0,0,2187
91.0,0,48,0,0,2187
92.0,0,48,0,0,2187
93.0,0,48,0,0,2187
94.0,0,48,0,0,2187
95.0,0,48,0,0,2187
96.0,0,48,0,0,2187
97.0,0,48,0,0,2187
98.0,0,48,0,0,2187
99.0,0,48,0,0,2187
100.0,0,48,0,0,2187
