time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3.0,2,9998,2,0,0
4.0,3,9997,3,0,0
5.0,5,9995,5,0,0
6.0,8,9992,8,1,0
7.0,20,9980,20,6,0
8.0,30,9970,30,9,0
9.0,51,9949,51,14,0
10.0,95,9904,95,21,0
11.0,167,9832,167,42,0
12.0,294,9705,294,76,0
13.0,504,9494,504,112,0
14.0,802,9195,802,165,0
15.0,1272,8723,1272,270,0
16.0,1864,8129,1864,400,0
17.0,2709,7277,2709,592,0
18.0,3784,6195,3784,837,0
19.0,4987,4976,4987,1098,0
20.0,6143,3781,6143,1361,1
21.0,7208,2660,7208,1589,6
22.0,7942,1830,7942,1765,9
23.0,8370,1222,8370,1891,14
24.0,8558,781,8558,1988,21
25.0,8445,506,8445,2017,42
26.0,8134,319,8134,2020,76
27.0,7540,217,7540,2008,112
28.0,6712,155,6712,1968,165
29.0,5692,112,5692,1874,270
30.0,4652,91,4652,1746,400
31.0,3588,75,3588,1559,592
32.0,2706,61,2706,1320,837
33.0,1978,51,1978,1061,1098
34.0,1381,47,1381,799,1362
35.0,925,45,925,566,1595
36.0,602,39,602,387,1774
37.0,394,38,394,256,1905
38.0,241,38,241,152,2009
39.0,159,38,159,102,2059
40.0,103,38,103,65,2096
41.0,69,37,69,41,2120
42.0,50,35,50,28,2133
43.0,31,35,31,17,2144
44.0,27,35,27,15,2146
45.0,20,35,20,10,2151
46.0,9,34,9,4,2157
47.0,6,34,6,2,2159
48.0,4,34,4,0,2161
49.0,4,34,4,0,2161
50.0,4,34,4,0,2161
51.0,3,34,3,0,2161
52.0,1,34,1,0,2161
53.0,1,34,1,0,2161
54.0,2,33,2,0,2161
55.0,2,33,2,0,2161
56.0,1,33,1,0,2161
57.0,1,33,1,0,2161
58.0,1,33,1,0,2161
59.0,1,33,1,0,2161
60.0,1,33,1,0,2161
61.0,1,33,1,0,2161
62.0,1,33,1,0,2161
63.0,1,33,1,0,2161
64.0,0,33,0,0,2161
65.0,0,33,0,0,2161
66.0,0,33,0,0,2161
67.0,0,33,0,0,2161
68.0,0,33,0,0,2161
69.0,0,33,0,0,2161
70.0,0,33,0,0,2161
71.0,0,33,0,0,2161
72.0,0,33,0,0,2161
73.0,0,33,0,0,2161
74.0,0,33,0,0,2161
75.0,0,33,0,0,2161
76.0,0,33,0,0,2161
77.0,0,33,0,0,2161
78.0,0,33,0,0,2161
79.0,0,33,0,0,2161
80.0,0,33,0,0,2161
81.0,0,33,0,0,2161
82.0,0,33,0,0,2161
83.0,0,33,0,0,2161
84.0,0,33,0,0,2161
85.0,0,33,0,0,2161
86.0,0,33,0,0,2161
87.0,0,33,0,0,2161
88.0,0,33,0,0,2161
89.0,0,33,0,0,2161
90.0,0,33,0,0,2161
91.0,0,33,0,0,2161
92.0,0,33,0,0,2161
93.0,0,33,0,0,2161
94.0,0,33,0,0,2161
95.0,0,33,0,0,2161
96.0,0,33,0,0,2161
97.0,0,33,0,0,2161
98.0,0,33,0,0,2161
99.0,0,33,0,0,2161
100.0,0,33,0,0,2161
