time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,9997,3,1,0
2.0,4,9996,4,1,0
3.0,4,9996,4,1,0
4.0,4,9996,4,1,0
5.0,8,9992,8,2,0
6.0,10,9990,10,3,0
7.0,18,9982,18,5,0
8.0,32,9968,32,10,0
9.0,53,9947,53,12,0
10.0,87,9913,87,20,0
11.0,131,9867,131,30,0
12.0,192,9805,192,43,0
13.0,312,9685,312,68,0
14.0,517,9479,517,117,1
15.0,799,9194,799,177,1
16.0,1247,8745,1247,277,1
17.0,1913,8073,1913,431,1
18.0,2829,7148,2829,635,1
19.0,3954,6003,3954,864,2
20.0,5197,4733,5197,1146,3
21.0,6347,3545,6347,1392,5
22.0,7374,2464,7374,1644,10
23.0,8081,1660,8081,1825,12
24.0,8459,1118,8459,1930,20
25.0,8634,708,8634,2008,30
26.0,8527,453,8527,2052,43
27.0,8119,318,8119,2052,68
28.0,7457,209,7457,2022,118
29.0,6541,150,6541,1977,178
30.0,5492,112,5492,1882,278
31.0,4421,89,4421,1731,432
32.0,3404,78,3404,1532,636
33.0,2567,64,2567,1305,866
34.0,1859,60,1859,1023,1149
35.0,1296,53,1296,777,1397
36.0,844,50,844,521,1654
37.0,552,49,552,338,1837
38.0,351,48,351,225,1950
39.0,221,46,221,137,2038
40.0,132,45,132,80,2095
41.0,87,45,87,55,2120
42.0,61,45,61,35,2140
43.0,36,44,36,20,2155
44.0,28,44,28,15,2160
45.0,20,44,20,12,2163
46.0,13,44,13,7,2168
47.0,10,43,10,4,2171
48.0,8,43,8,3,2172
49.0,4,43,4,1,2174
50.0,2,43,2,0,2175
51.0,2,43,2,0,2175
52.0,2,43,2,0,2175
53.0,1,43,1,0,2175
54.0,1,43,1,0,2175
55.0,1,43,1,0,2175
56.0,1,43,1,0,2175
57.0,0,43,0,0,2175
58.0,0,43,0,0,2175
59.0,0,43,0,0,2175
60.0,0,43,0,0,2175
61.0,0,43,0,0,2175
62.0,0,43,0,0,2175
63.0,0,43,0,0,2175
64.0,0,43,0,0,2175
65.0,0,43,0,0,2175
66.0,0,43,0,0,2175
67.0,0,43,0,0,2175
68.0,0,43,0,0,2175
69.0,0,43,0,0,2175
70.0,0,43,0,0,2175
71.0,0,43,0,0,2175
72.0,0,43,0,0,2175
73.0,0,43,0,0,2175
74.0,0,43,0,0,2175
75.0,0,43,0,0,2175
76.0,0,43,0,0,2175
77.0,0,43,0,0,2175
78.0,0,43,0,0,2175
79.0,0,43,0,0,2175
80.0,0,43,0,0,2175
81.0,0,43,0,0,2175
82.0,0,43,0,0,2175
83.0,0,43,0,0,2175
84.0,0,43,0,0,2175
85.0,0,43,0,0,2175
86.0,0,43,0,0,2175
87.0,0,43,0,0,2175
88.0,0,43,0,0,2175
89.0,0,43,0,0,2175
90.0,0,43,0,0,2175
91.0,0,43,0,0,2175
92.0,0,43,0,0,2175
93.0,0,43,0,0,2175
94.0,0,43,0,0,2175
95.0,0,43,0,0,2175
96.0,0,43,0,0,2175
97.0,0,43,0,0,2175
98.0,0,43,0,0,2175
99.0,0,43,0,0,2175
100.0,0,43,0,0,2175
