time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5,1,9999,1,0,0
6.0,2,9998,2,0,0
7.0,5,9995,5,0,0
8.0,7,9993,7,0,0
9.0,11,9989,11,1,0
10.0,16,9983,16,1,0
11.0,21,9978,21,1,0
12.0,41,9958,41,7,0
13.0,62,9937,62,10,0
14.0,108,9891,108,20,0
15.0,185,9814,185,38,0
16.0,303,9695,303,68,0
17.0,495,9500,495,107,0
18.0,823,9170,823,171,0
19.0,1327,8663,1327,282,0
20.0,1961,8023,1961,437,0
21.0,2817,7162,2817,612,0
22.0,3883,6082,3883,863,0
23.0,5107,4839,5107,1169,1
24.0,6252,3658,6252,1423,1
25.0,7242,2609,7242,1636,1
26.0,7961,1795,7961,1799,7
27.0,8355,1242,8355,1913,10
28.0,8485,836,8485,1986,20
29.0,8358,549,8358,2030,38
30.0,8024,368,8024,2041,68
31.0,7400,267,7400,2025,107
32.0,6579,195,6579,1977,171
33.0,5588,139,5588,1879,282
34.0,4542,103,4542,1726,437
35.0,3548,86,3548,1557,612
36.0,2667,71,2667,1310,863
37.0,1936,59,1936,1006,1170
38.0,1360,58,1360,752,1424
39.0,925,55,925,540,1637
40.0,618,53,618,371,1806
41.0,425,51,425,255,1923
42.0,288,49,288,172,2006
43.0,183,49,183,110,2068
44.0,109,48,109,69,2109
45.0,77,46,77,47,2132
46.0,51,45,51,31,2148
47.0,30,44,30,18,2161
48.0,27,44,27,16,2163
49.0,19,44,19,10,2169
50.0,13,44,13,6,2173
51.0,9,44,9,3,2176
52.0,7,44,7,3,2176
53.0,6,44,6,2,2177
54.0,5,44,5,2,2177
55.0,4,43,4,1,2178
56.0,3,43,3,1,2178
57.0,2,43,2,1,2178
58.0,2,43,2,1,2178
59.0,1,43,1,0,2179
60.0,1,43,1,0,2179
61.0,1,43,1,0,2179
62.0,1,43,1,0,2179
63.0,1,43,1,0,2179
64.0,1,43,1,0,2179
65.0,0,43,0,0,2179
66.0,0,43,0,0,2179
67.0,0,43,0,0,2179
68.0,0,43,0,0,2179
69.0,0,43,0,0,2179
70.0,0,43,0,0,2179
71.0,0,43,0,0,2179
72.0,0,43,0,0,2179
73.0,0,43,0,0,2179
74.0,0,43,0,0,2179
75.0,0,43,0,0,2179
76.0,0,43,0,0,2179
77.0,0,43,0,0,2179
78.0,0,43,0,0,2179
79.0,0,43,0,0,2179
80.0,0,43,0,0,2179
81.0,0,43,0,0,2179
82.0,0,43,0,0,2179
83.0,0,43,0,0,2179
84.0,0,43,0,0,2179
85.0,0,43,0,0,2179
86.0,0,43,0,0,2179
87.0,0,43,0,0,2179
88.0,0,43,0,0,2179
89.0,0,43,0,0,2179
90.0,0,43,0,0,2179
91.0,0,43,0,0,2179
92.0,0,43,0,0,2179
93.0,0,43,0,0,2179
94.0,0,43,0,0,2179
95.0,0,43,0,0,2179
96.0,0,43,0,0,2179
97.0,0,43,0,0,2179
98.0,0,43,0,0,2179
99.0,0,43,0,0,2179
100.0,0,43,0,0,2179
