time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,4,9996,4,1,0
2.0,6,9994,6,2,0
3.0,9,9991,9,2,0
4.0,16,9984,16,4,0
5.0,24,9976,24,6,0
6.0,34,9966,34,10,0
7.0,56,9944,56,13,0
8.0,105,9895,105,23,0
9.0,159,9841,159,38,0
10.0,253,9746,253,57,0
11.0,414,9583,414,92,0
12.0,653,9343,653,155,0
13.0,1017,8976,1017,220,0
14.0,1585,8403,1585,358,0
15.0,2371,7610,2371,520,1
16.0,3368,6606,3368,758,2
17.0,4535,5420,4535,1013,2
18.0,5723,4191,5723,1275,4
19.0,6867,3006,6867,1512,6
20.0,7689,2104,7689,1692,10
21.0,8249,1413,8249,1861,13
22.0,8545,930,8545,1960,23
23.0,8548,610,8548,2013,38
24.0,8285,419,8285,2031,57
25.0,7768,271,7768,2028,92
26.0,7016,195,7016,1980,155
27.0,6081,134,6081,1930,220
28.0,5016,96,5016,1800,358
29.0,3926,77,3926,1642,521
30.0,2979,67,2979,1404,760
31.0,2213,59,2213,1153,1015
32.0,1578,56,1578,889,1279
33.0,1091,52,1091,650,1518
34.0,755,50,755,466,1702
35.0,468,49,468,294,1874
36.0,299,48,299,186,1983
37.0,187,46,187,118,2051
38.0,120,46,120,81,2088
39.0,74,46,74,49,2120
40.0,51,45,51,34,2135
41.0,32,45,32,19,2150
42.0,21,45,21,11,2158
43.0,12,45,12,6,2163
44.0,10,44,10,5,2164
45.0,5,44,5,1,2168
46.0,5,44,5,1,2168
47.0,3,44,3,1,2168
48.0,3,44,3,1,2168
49.0,3,44,3,1,2168
50.0,1,44,1,0,2169
51.0,1,44,1,0,2169
52.0,1,44,1,0,2169
53.0,1,44,1,0,2169
54.0,0,44,0,0,2169
55.0,0,44,0,0,2169
56.0,0,44,0,0,2169
57.0,0,44,0,0,2169
58.0,0,44,0,0,2169
59.0,0,44,0,0,2169
60.0,0,44,0,0,2169
61.0,0,44,0,0,2169
62.0,0,44,0,0,2169
63.0,0,44,0,0,2169
64.0,0,44,0,0,2169
65.0,0,44,0,0,2169
66.0,0,44,0,0,2169
67.0,0,44,0,0,2169
68.0,0,44,0,0,2169
69.0,0,44,0,0,2169
70.0,0,44,0,0,2169
71.0,0,44,0,0,2169
72.0,0,44,0,0,2169
73.0,0,44,0,0,2169
74.0,0,44,0,0,2169
75.0,0,44,0,0,2169
76.0,0,44,0,0,2169
77.0,0,44,0,0,2169
78.0,0,44,0,0,2169
79.0,0,44,0,0,2169
80.0,0,44,0,0,2169
81.0,0,44,0,0,2169
82.0,0,44,0,0,2169
83.0,0,44,0,0,2169
84.0,0,44,0,0,2169
85.0,0,44,0,0,2169
86.0,0,44,0,0,2169
87.0,0,44,0,0,2169
88.0,0,44,0,0,2169
89.0,0,44,0,0,2169
90.0,0,44,0,0,2169
91.0,0,44,0,0,2169
92.0,0,44,0,0,2169
93.0,0,44,0,0,2169
94.0,0,44,0,0,2169
95.0,0,44,0,0,2169
96.0,0,44,0,0,2169
97.0,0,44,0,0,2169
98.0,0,44,0,0,2169
99.0,0,44,0,0,2169
100.0,0,44,0,0,2169
