time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,2,9998,2,0,0
3.0,5,9995,5,3,0
4.0,8,9992,8,4,0
5.0,13,9987,13,4,0
6.0,16,9984,16,7,0
7.0,30,9970,30,8,0
8.0,50,9950,50,14,0
9.0,87,9913,87,26,0
10.0,147,9852,147,37,0
11.0,260,9738,260,64,0
12.0,426,9572,426,98,0
13.0,686,9312,686,162,0
14.0,1109,8887,1109,242,0
15.0,1746,8245,1746,367,0
16.0,2579,7412,2579,518,0
17.0,3625,6350,3625,751,3
18.0,4826,5134,4826,1051,4
19.0,5986,3949,5986,1309,4
20.0,6999,2883,6999,1533,7
21.0,7809,1985,7809,1735,8
22.0,8328,1328,8328,1869,14
23.0,8566,882,8566,1951,26
24.0,8534,558,8534,2019,37
25.0,8185,363,8185,2033,64
26.0,7589,243,7589,2025,98
27.0,6775,167,6775,1978,162
28.0,5827,120,5827,1909,242
29.0,4797,98,4797,1788,367
30.0,3822,83,3822,1641,518
31.0,2912,62,2912,1409,754
32.0,2101,55,2101,1110,1055
33.0,1498,48,1498,853,1313
34.0,1033,41,1033,627,1540
35.0,679,38,679,425,1743
36.0,445,38,445,285,1883
37.0,293,37,293,191,1977
38.0,178,37,178,112,2056
39.0,119,37,119,71,2097
40.0,83,36,83,45,2123
41.0,50,35,50,28,2140
42.0,34,35,34,17,2151
43.0,24,35,24,13,2155
44.0,14,35,14,9,2159
45.0,8,35,8,5,2163
46.0,6,35,6,3,2165
47.0,4,35,4,2,2166
48.0,3,35,3,1,2167
49.0,2,35,2,0,2168
50.0,1,35,1,0,2168
51.0,0,35,0,0,2168
52.0,0,35,0,0,2168
53.0,0,35,0,0,2168
54.0,0,35,0,0,2168
55.0,0,35,0,0,2168
56.0,0,35,0,0,2168
57.0,0,35,0,0,2168
58.0,0,35,0,0,2168
59.0,0,35,0,0,2168
60.0,0,35,0,0,2168
61.0,0,35,0,0,2168
62.0,0,35,0,0,2168
63.0,0,35,0,0,2168
64.0,0,35,0,0,2168
65.0,0,35,0,0,2168
66.0,0,35,0,0,2168
67.0,0,35,0,0,2168
68.0,0,35,0,0,2168
69.0,0,35,0,0,2168
70.0,0,35,0,0,2168
71.0,0,35,0,0,2168
72.0,0,35,0,0,2168
73.0,0,35,0,0,2168
74.0,0,35,0,0,2168
75.0,0,35,0,0,2168
76.0,0,35,0,0,2168
77.0,0,35,0,0,2168
78.0,0,35,0,0,2168
79.0,0,35,0,0,2168
80.0,0,35,0,0,2168
81.0,0,35,0,0,2168
82.0,0,35,0,0,2168
83.0,0,35,0,0,2168
84.0,0,35,0,0,2168
85.0,0,35,0,0,2168
86.0,0,35,0,0,2168
87.0,0,35,0,0,2168
88.0,0,35,0,0,2168
89.0,0,35,0,0,2168
90.0,0,35,0,0,2168
91.0,0,35,0,0,2168
92.0,0,35,0,0,2168
93.0,0,35,0,0,2168
94.0,0,35,0,0,2168
95.0,0,35,0,0,2168
96.0,0,35,0,0,2168
97.0,0,35,0,0,2168
98.0,0,35,0,0,2168
99.0,0,35,0,0,2168
100.0,0,35,0,0,2168
