time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,9997,3,2,0
2.0,6,9994,6,3,0
3.0,10,9990,10,4,0
4.0,28,9972,28,10,0
5.0,88,9912,88,29,0
6.0,497,9503,497,112,0
7.0,1241,8759,1241,289,0
8.0,2361,7639,2361,545,0
9.0,3736,6264,3736,824,0
10.0,5176,4824,5176,1136,0
11.0,6479,3520,6479,1416,0
12.0,7536,2461,7536,1649,0
13.0,8297,1697,8297,1824,0
14.0,8812,1169,8812,1949,1
15.0,9172,767,9172,2052,2
16.0,9149,463,9149,2125,3
17.0,8776,268,8776,2171,4
18.0,8024,150,8024,2199,10
19.0,6986,73,6986,2190,29
20.0,5806,42,5806,2116,112
21.0,4622,25,4622,1943,289
22.0,3556,9,3556,1689,545
23.0,2695,2,2695,1416,824
24.0,1983,0,1983,1104,1136
25.0,1405,0,1405,824,1416
26.0,942,0,942,591,1649
27.0,619,0,619,416,1824
28.0,409,0,409,290,1950
29.0,238,0,238,186,2054
30.0,142,0,142,112,2128
31.0,82,0,82,65,2175
32.0,34,0,34,31,2209
33.0,23,0,23,21,2219
34.0,12,0,12,12,2228
35.0,8,0,8,8,2232
36.0,6,0,6,6,2234
37.0,0,0,0,0,2240
38.0,0,0,0,0,2240
39.0,0,0,0,0,2240
40.0,0,0,0,0,2240
41.0,0,0,0,0,2240
42.0,0,0,0,0,2240
43.0,0,0,0,0,2240
44.0,0,0,0,0,2240
45.0,0,0,0,0,2240
46.0,0,0,0,0,2240
47.0,0,0,0,0,2240
48.0,0,0,0,0,2240
49.0,0,0,0,0,2240
50.0,0,0,0,0,2240
51.0,0,0,0,0,2240
52.0,0,0,0,0,2240
53.0,0,0,0,0,2240
54.0,0,0,0,0,2240
55.0,0,0,0,0,2240
56.0,0,0,0,0,2240
57.0,0,0,0,0,2240
58.0,0,0,0,0,2240
59.0,0,0,0,0,2240
60.0,0,0,0,0,2240
61.0,0,0,0,0,2240
62.0,0,0,0,0,2240
63.0,0,0,0,0,2240
64.0,0,0,0,0,2240
65.0,0,0,0,0,2240
66.0,0,0,0,0,2240
67.0,0,0,0,0,2240
68.0,0,0,0,0,2240
69.0,0,0,0,0,2240
70.0,0,0,0,0,2240
71.0,0,0,0,0,2240
72.0,0,0,0,0,2240
73.0,0,0,0,0,2240
74.0,0,0,0,0,2240
75.0,0,0,0,0,2240
76.0,0,0,0,0,2240
77.0,0,0,0,0,2240
78.0,0,0,0,0,2240
79.0,0,0,0,0,2240
80.0,0,0,0,0,2240
81.0,0,0,0,0,2240
82.0,0,0,0,0,2240
83.0,0,0,0,0,2240
84.0,0,0,0,0,2240
85.0,0,0,0,0,2240
86.0,0,0,0,0,2240
87.0,0,0,0,0,2240
88.0,0,0,0,0,2240
89.0,0,0,0,0,2240
90.0,0,0,0,0,2240
91.0,0,0,0,0,2240
92.0,0,0,0,0,2240
93.0,0,0,0,0,2240
94.0,0,0,0,0,2240
95.0,0,0,0,0,2240
96.0,0,0,0,0,2240
97.0,0,0,0,0,2240
98.0,0,0,0,0,2240
99.0,0,0,0,0,2240
100.0,0,0,0,0,2240
