time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,5,9995,5,2,0
2.0,18,9982,18,5,0
3.0,45,9955,45,9,0
4.0,88,9912,88,23,0
5.0,186,9814,186,41,0
6.0,367,9633,367,82,0
7.0,831,9169,831,174,0
8.0,1479,8521,1479,315,0
9.0,2269,7731,2269,490,0
10.0,3241,6758,3241,710,0
11.0,4409,5588,4409,979,0
12.0,5604,4383,5604,1258,0
13.0,6657,3307,6657,1508,0
14.0,7532,2403,7532,1725,0
15.0,8156,1697,8156,1879,2
16.0,8537,1173,8537,1979,5
17.0,8541,793,8541,2047,9
18.0,8321,492,8321,2102,23
19.0,7896,284,7896,2128,41
20.0,7220,166,7220,2107,82
21.0,6305,88,6305,2036,174
22.0,5281,45,5281,1906,315
23.0,4301,24,4301,1734,490
24.0,3399,19,3399,1515,710
25.0,2587,12,2587,1249,979
26.0,1894,5,1894,972,1258
27.0,1339,2,1339,722,1508
28.0,890,2,890,505,1725
29.0,571,1,571,350,1881
30.0,370,1,370,247,1984
31.0,241,1,241,175,2056
32.0,140,1,140,106,2125
33.0,78,1,78,62,2169
34.0,54,1,54,42,2189
35.0,29,1,29,21,2210
36.0,13,1,13,10,2221
37.0,7,1,7,7,2224
38.0,6,1,6,6,2225
39.0,3,1,3,3,2228
40.0,1,1,1,1,2230
41.0,1,1,1,1,2230
42.0,1,1,1,1,2230
43.0,0,1,0,0,2231
44.0,0,1,0,0,2231
45.0,0,1,0,0,2231
46.0,0,1,0,0,2231
47.0,0,1,0,0,2231
48.0,0,1,0,0,2231
49.0,0,1,0,0,2231
50.0,0,1,0,0,2231
51.0,0,1,0,0,2231
52.0,0,1,0,0,2231
53.0,0,1,0,0,2231
54.0,0,1,0,0,2231
55.0,0,1,0,0,2231
56.0,0,1,0,0,2231
57.0,0,1,0,0,2231
58.0,0,1,0,0,2231
59.0,0,1,0,0,2231
60.0,0,1,0,0,2231
61.0,0,1,0,0,2231
62.0,0,1,0,0,2231
63.0,0,1,0,0,2231
64.0,0,1,0,0,2231
65.0,0,1,0,0,2231
66.0,0,1,0,0,2231
67.0,0,1,0,0,2231
68.0,0,1,0,0,2231
69.0,0,1,0,0,2231
70.0,0,1,0,0,2231
71.0,0,1,0,0,2231
72.0,0,1,0,0,2231
73.0,0,1,0,0,2231
74.0,0,1,0,0,2231
75.0,0,1,0,0,2231
76.0,0,1,0,0,2231
77.0,0,1,0,0,2231
78.0,0,1,0,0,2231
79.0,0,1,0,0,2231
80.0,0,1,0,0,2231
81.0,0,1,0,0,2231
82.0,0,1,0,0,2231
83.0,0,1,0,0,2231
84.0,0,1,0,0,2231
85.0,0,1,0,0,2231
86.0,0,1,0,0,2231
87.0,0,1,0,0,2231
88.0,0,1,0,0,2231
89.0,0,1,0,0,2231
90.0,0,1,0,0,2231
91.0,0,1,0,0,2231
92.0,0,1,0,0,2231
93.0,0,1,0,0,2231
94.0,0,1,0,0,2231
95.0,0,1,0,0,2231
96.0,0,1,0,0,2231
97.0,0,1,0,0,2231
98.0,0,1,0,0,2231
99.0,0,1,0,0,2231
100.0,0,1,0,0,2231
