time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,3,9997,3,0,0
3.0,10,9990,10,1,0
4.0,30,9970,30,4,0
5.0,37,9963,37,8,0
6.0,57,9943,57,13,0
7.0,387,9613,387,82,0
8.0,1109,8891,1109,227,0
9.0,2173,7827,2173,460,0
10.0,3437,6562,3437,724,0
11.0,4888,5110,4888,1042,0
12.0,6225,3772,6225,1345,0
13.0,7344,2647,7344,1591,0
14.0,8233,1741,8233,1781,0
15.0,8872,1099,8872,1907,0
16.0,9324,632,9324,2024,0
17.0,9332,362,9332,2086,1
18.0,8896,218,8896,2119,4
19.0,8154,125,8154,2130,8
20.0,7210,63,7210,2136,13
21.0,6026,44,6026,2070,82
22.0,4861,29,4861,1929,227
23.0,3758,20,3758,1697,460
24.0,2780,18,2780,1433,724
25.0,1948,16,1948,1115,1042
26.0,1299,12,1299,812,1345
27.0,849,9,849,566,1591
28.0,553,7,553,376,1781
29.0,352,4,352,250,1907
30.0,185,3,185,133,2024
31.0,106,3,106,70,2087
32.0,60,2,60,34,2123
33.0,37,2,37,19,2138
34.0,24,2,24,8,2149
35.0,19,2,19,5,2152
36.0,11,2,11,1,2156
37.0,7,2,7,0,2157
38.0,5,2,5,0,2157
39.0,2,2,2,0,2157
40.0,1,2,1,0,2157
41.0,1,2,1,0,2157
42.0,0,2,0,0,2157
43.0,0,2,0,0,2157
44.0,0,2,0,0,2157
45.0,0,2,0,0,2157
46.0,0,2,0,0,2157
47.0,0,2,0,0,2157
48.0,0,2,0,0,2157
49.0,0,2,0,0,2157
50.0,0,2,0,0,2157
51.0,0,2,0,0,2157
52.0,0,2,0,0,2157
53.0,0,2,0,0,2157
54.0,0,2,0,0,2157
55.0,0,2,0,0,2157
56.0,0,2,0,0,2157
57.0,0,2,0,0,2157
58.0,0,2,0,0,2157
59.0,0,2,0,0,2157
60.0,0,2,0,0,2157
61.0,0,2,0,0,2157
62.0,0,2,0,0,2157
63.0,0,2,0,0,2157
64.0,0,2,0,0,2157
65.0,0,2,0,0,2157
66.0,0,2,0,0,2157
67.0,0,2,0,0,2157
68.0,0,2,0,0,2157
69.0,0,2,0,0,2157
70.0,0,2,0,0,2157
71.0,0,2,0,0,2157
72.0,0,2,0,0,2157
73.0,0,2,0,0,2157
74.0,0,2,0,0,2157
75.0,0,2,0,0,2157
76.0,0,2,0,0,2157
77.0,0,2,0,0,2157
78.0,0,2,0,0,2157
79.0,0,2,0,0,2157
80.0,0,2,0,0,2157
81.0,0,2,0,0,2157
82.0,0,2,0,0,2157
83.0,0,2,0,0,2157
84.0,0,2,0,0,2157
85.0,0,2,0,0,2157
86.0,0,2,0,0,2157
87.0,0,2,0,0,2157
88.0,0,2,0,0,2157
89.0,0,2,0,0,2157
90.0,0,2,0,0,2157
91.0,0,2,0,0,2157
92.0,0,2,0,0,2157
93.0,0,2,0,0,2157
94.0,0,2,0,0,2157
95.0,0,2,0,0,2157
96.0,0,2,0,0,2157
97.0,0,2,0,0,2157
98.0,0,2,0,0,2157
99.0,0,2,0,0,2157
100.0,0,2,0,0,2157
