time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,5,9995,5,0,0
2.0,38,9962,38,7,0
3.0,352,9648,352,76,0
4.0,972,9028,972,211,0
5.0,1779,8221,1779,387,0
6.0,2881,7119,2881,636,0
7.0,4041,5959,4041,906,0
8.0,5218,4782,5218,1156,0
9.0,6341,3659,6341,1404,0
10.0,7321,2678,7321,1638,0
11.0,8026,1969,8026,1785,0
12.0,8487,1482,8487,1897,0
13.0,8669,1055,8669,1983,0
14.0,8550,689,8550,2079,0
15.0,8159,449,8159,2140,0
16.0,7444,304,7444,2169,7
17.0,6585,204,6585,2120,76
18.0,5590,137,5590,1999,211
19.0,4594,82,4594,1838,387
20.0,3633,47,3633,1596,636
21.0,2814,34,2814,1328,906
22.0,2196,27,2196,1080,1156
23.0,1612,22,1612,834,1404
24.0,1116,14,1116,602,1638
25.0,796,8,796,457,1785
26.0,577,6,577,345,1897
27.0,414,3,414,260,1983
28.0,266,2,266,165,2079
29.0,167,0,167,105,2140
30.0,103,0,103,69,2176
31.0,72,0,72,49,2196
32.0,53,0,53,35,2210
33.0,35,0,35,20,2225
34.0,22,0,22,13,2232
35.0,16,0,16,11,2234
36.0,12,0,12,9,2236
37.0,8,0,8,7,2238
38.0,6,0,6,5,2240
39.0,3,0,3,3,2242
40.0,3,0,3,3,2242
41.0,2,0,2,2,2243
42.0,1,0,1,1,2244
43.0,0,0,0,0,2245
44.0,0,0,0,0,2245
45.0,0,0,0,0,2245
46.0,0,0,0,0,2245
47.0,0,0,0,0,2245
48.0,0,0,0,0,2245
49.0,0,0,0,0,2245
50.0,0,0,0,0,2245
51.0,0,0,0,0,2245
52.0,0,0,0,0,2245
53.0,0,0,0,0,2245
54.0,0,0,0,0,2245
55.0,0,0,0,0,2245
56.0,0,0,0,0,2245
57.0,0,0,0,0,2245
58.0,0,0,0,0,2245
59.0,0,0,0,0,2245
60.0,0,0,0,0,2245
61.0,0,0,0,0,2245
62.0,0,0,0,0,2245
63.0,0,0,0,0,2245
64.0,0,0,0,0,2245
65.0,0,0,0,0,2245
66.0,0,0,0,0,2245
67.0,0,0,0,0,2245
68.0,0,0,0,0,2245
69.0,0,0,0,0,2245
70.0,0,0,0,0,2245
71.0,0,0,0,0,2245
72.0,0,0,0,0,2245
73.0,0,0,0,0,2245
74.0,0,0,0,0,2245
75.0,0,0,0,0,2245
76.0,0,0,0,0,2245
77.0,0,0,0,0,2245
78.0,0,0,0,0,2245
79.0,0,0,0,0,2245
80.0,0,0,0,0,2245
81.0,0,0,0,0,2245
82.0,0,0,0,0,2245
83.0,0,0,0,0,2245
84.0,0,0,0,0,2245
85.0,0,0,0,0,2245
86.0,0,0,0,0,2245
87.0,0,0,0,0,2245
88.0,0,0,0,0,2245
89.0,0,0,0,0,2245
90.0,0,0,0,0,2245
91.0,0,0,0,0,2245
92.0,0,0,0,0,2245
93.0,0,0,0,0,2245
94.0,0,0,0,0,2245
95.0,0,0,0,0,2245
96.0,0,0,0,0,2245
97.0,0,0,0,0,2245
98.0,0,0,0,0,2245
99.0,0,0,0,0,2245
100.0,0,0,0,0,2245
