time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5.0,2,9998,2,0,0
6.0,13,9987,13,2,0
7.0,23,9977,23,3,0
8.0,60,9940,60,16,0
9.0,450,9550,450,92,0
10.0,1486,8513,1486,307,0
11.0,2924,7075,2924,641,0
12.0,4541,5458,4541,1034,0
13.0,5959,4040,5959,1347,0
14.0,7185,2814,7185,1624,0
15.0,8178,1820,8178,1836,0
16.0,8861,1128,8861,1994,0
17.0,9293,687,9293,2075,0
18.0,9552,404,9552,2139,0
19.0,9401,241,9401,2178,0
20.0,8671,147,8671,2193,2
21.0,7638,75,7638,2214,3
22.0,6434,42,6434,2212,16
23.0,5271,24,5271,2140,92
24.0,4120,11,4120,1928,307
25.0,3011,4,3011,1599,641
26.0,2086,2,2086,1207,1034
27.0,1415,0,1415,894,1347
28.0,919,0,919,617,1624
29.0,583,0,583,405,1836
30.0,348,0,348,247,1994
31.0,217,0,217,166,2075
32.0,131,0,131,102,2139
33.0,78,0,78,63,2178
34.0,51,0,51,46,2195
35.0,27,0,27,24,2217
36.0,15,0,15,13,2228
37.0,9,0,9,9,2232
38.0,6,0,6,6,2235
39.0,1,0,1,1,2240
40.0,0,0,0,0,2241
41.0,0,0,0,0,2241
42.0,0,0,0,0,2241
43.0,0,0,0,0,2241
44.0,0,0,0,0,2241
45.0,0,0,0,0,2241
46.0,0,0,0,0,2241
47.0,0,0,0,0,2241
48.0,0,0,0,0,2241
49.0,0,0,0,0,2241
50.0,0,0,0,0,2241
51.0,0,0,0,0,2241
52.0,0,0,0,0,2241
53.0,0,0,0,0,2241
54.0,0,0,0,0,2241
55.0,0,0,0,0,2241
56.0,0,0,0,0,2241
57.0,0,0,0,0,2241
58.0,0,0,0,0,2241
59.0,0,0,0,0,2241
60.0,0,0,0,0,2241
61.0,0,0,0,0,2241
62.0,0,0,0,0,2241
63.0,0,0,0,0,2241
64.0,0,0,0,0,2241
65.0,0,0,0,0,2241
66.0,0,0,0,0,2241
67.0,0,0,0,0,2241
68.0,0,0,0,0,2241
69.0,0,0,0,0,2241
70.0,0,0,0,0,2241
71.0,0,0,0,0,2241
72.0,0,0,0,0,2241
73.0,0,0,0,0,2241
74.0,0,0,0,0,2241
75.0,0,0,0,0,2241
76.0,0,0,0,0,2241
77.0,0,0,0,0,2241
78.0,0,0,0,0,2241
79.0,0,0,0,0,2241
80.0,0,0,0,0,2241
81.0,0,0,0,0,2241
82.0,0,0,0,0,2241
83.0,0,0,0,0,2241
84.0,0,0,0,0,2241
85.0,0,0,0,0,2241
86.0,0,0,0,0,2241
87.0,0,0,0,0,2241
88.0,0,0,0,0,2241
89.0,0,0,0,0,2241
90.0,0,0,0,0,2241
91.0,0,0,0,0,2241
92.0,0,0,0,0,2241
93.0,0,0,0,0,2241
94.0,0,0,0,0,2241
95.0,0,0,0,0,2241
96.0,0,0,0,0,2241
97.0,0,0,0,0,2241
98.0,0,0,0,0,2241
99.0,0,0,0,0,2241
100.0,0,0,0,0,2241
