time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,4,9996,4,1,0
2.0,4,9996,4,1,0
3.0,51,9949,51,8,0
4.0,117,9883,117,25,0
5.0,474,9526,474,100,0
6.0,1141,8859,1141,264,0
7.0,2363,7637,2363,542,0
8.0,3897,6103,3897,866,0
9.0,5241,4759,5241,1146,0
10.0,6364,3636,6364,1375,0
11.0,7330,2667,7330,1615,0
12.0,8112,1885,8112,1784,0
13.0,8677,1280,8677,1910,0
14.0,9067,840,9067,2005,1
15.0,9108,517,9108,2083,1
16.0,8788,334,8788,2127,1
17.0,7964,207,7964,2158,8
18.0,6823,121,6823,2162,25
19.0,5743,62,5743,2102,100
20.0,4713,34,4713,1945,264
21.0,3723,17,3723,1668,542
22.0,2795,8,2795,1344,866
23.0,2040,4,2040,1066,1146
24.0,1467,4,1467,837,1375
25.0,985,1,985,597,1615
26.0,677,1,677,428,1784
27.0,463,0,463,302,1910
28.0,302,0,302,206,2006
29.0,180,0,180,128,2084
30.0,115,0,115,84,2128
31.0,61,0,61,46,2166
32.0,31,0,31,25,2187
33.0,14,0,14,10,2202
34.0,7,0,7,3,2209
35.0,3,0,3,2,2210
36.0,3,0,3,2,2210
37.0,0,0,0,0,2212
38.0,0,0,0,0,2212
39.0,0,0,0,0,2212
40.0,0,0,0,0,2212
41.0,0,0,0,0,2212
42.0,0,0,0,0,2212
43.0,0,0,0,0,2212
44.0,0,0,0,0,2212
45.0,0,0,0,0,2212
46.0,0,0,0,0,2212
47.0,0,0,0,0,2212
48.0,0,0,0,0,2212
49.0,0,0,0,0,2212
50.0,0,0,0,0,2212
51.0,0,0,0,0,2212
52.0,0,0,0,0,2212
53.0,0,0,0,0,2212
54.0,0,0,0,0,2212
55.0,0,0,0,0,2212
56.0,0,0,0,0,2212
57.0,0,0,0,0,2212
58.0,0,0,0,0,2212
59.0,0,0,0,0,2212
60.0,0,0,0,0,2212
61.0,0,0,0,0,2212
62.0,0,0,0,0,2212
63.0,0,0,0,0,2212
64.0,0,0,0,0,2212
65.0,0,0,0,0,2212
66.0,0,0,0,0,2212
67.0,0,0,0,0,2212
68.0,0,0,0,0,2212
69.0,0,0,0,0,2212
70.0,0,0,0,0,2212
71.0,0,0,0,0,2212
72.0,0,0,0,0,2212
73.0,0,0,0,0,2212
74.0,0,0,0,0,2212
75.0,0,0,0,0,2212
76.0,0,0,0,0,2212
77.0,0,0,0,0,2212
78.0,0,0,0,0,2212
79.0,0,0,0,0,2212
80.0,0,0,0,0,2212
81.0,0,0,0,0,2212
82.0,0,0,0,0,2212
83.0,0,0,0,0,2212
84.0,0,0,0,0,2212
85.0,0,0,0,0,2212
86.0,0,0,0,0,2212
87.0,0,0,0,0,2212
88.0,0,0,0,0,2212
89.0,0,0,0,0,2212
90.0,0,0,0,0,2212
91.0,0,0,0,0,2212
92.0,0,0,0,0,2212
93.0,0,0,0,0,2212
94.0,0,0,0,0,2212
95.0,0,0,0,0,2212
96.0,0,0,0,0,2212
97.0,0,0,0,0,2212
98.0,0,0,0,0,2212
99.0,0,0,0,0,2212
100.0,0,0,0,0,2212
