time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,12,9988,12,3,0
2.0,30,9970,30,10,0
3.0,48,9952,48,13,0
4.0,78,9922,78,22,0
5.0,103,9897,103,26,0
6.0,134,9866,134,35,0
7.0,253,9747,253,62,0
8.0,421,9579,421,99,0
9.0,565,9435,565,131,0
10.0,687,9312,687,148,0
11.0,766,9225,766,165,0
12.0,934,9046,934,198,0
13.0,1444,8521,1444,320,0
14.0,2273,7671,2273,518,0
15.0,3322,6598,3322,752,3
16.0,4487,5404,4487,1004,10
17.0,5615,4181,5615,1278,13
18.0,6506,3150,6506,1515,22
19.0,7272,2268,7272,1704,26
20.0,7895,1530,7895,1882,35
21.0,8343,985,8343,2005,62
22.0,8518,627,8518,2050,99
23.0,8318,392,8318,2074,131
24.0,7782,259,7782,2078,148
25.0,7034,154,7034,2090,165
26.0,6123,97,6123,2062,198
27.0,5101,51,5101,1948,320
28.0,4143,26,4143,1752,518
29.0,3230,13,3230,1518,755
30.0,2427,6,2427,1261,1014
31.0,1759,2,1759,986,1291
32.0,1239,0,1239,741,1537
33.0,867,0,867,548,1730
34.0,568,0,568,361,1917
35.0,342,0,342,211,2067
36.0,208,0,208,129,2149
37.0,114,0,114,73,2205
38.0,70,0,70,52,2226
39.0,31,0,31,23,2255
40.0,21,0,21,18,2260
41.0,11,0,11,10,2268
42.0,8,0,8,8,2270
43.0,5,0,5,5,2273
44.0,3,0,3,3,2275
45.0,1,0,1,1,2277
46.0,0,0,0,0,2278
47.0,0,0,0,0,2278
48.0,0,0,0,0,2278
49.0,0,0,0,0,2278
50.0,0,0,0,0,2278
51.0,0,0,0,0,2278
52.0,0,0,0,0,2278
53.0,0,0,0,0,2278
54.0,0,0,0,0,2278
55.0,0,0,0,0,2278
56.0,0,0,0,0,2278
57.0,0,0,0,0,2278
58.0,0,0,0,0,2278
59.0,0,0,0,0,2278
60.0,0,0,0,0,2278
61.0,0,0,0,0,2278
62.0,0,0,0,0,2278
63.0,0,0,0,0,2278
64.0,0,0,0,0,2278
65.0,0,0,0,0,2278
66.0,0,0,0,0,2278
67.0,0,0,0,0,2278
68.0,0,0,0,0,2278
69.0,0,0,0,0,2278
70.0,0,0,0,0,2278
71.0,0,0,0,0,2278
72.0,0,0,0,0,2278
73.0,0,0,0,0,2278
74.0,0,0,0,0,2278
75.0,0,0,0,0,2278
76.0,0,0,0,0,2278
77.0,0,0,0,0,2278
78.0,0,0,0,0,2278
79.0,0,0,0,0,2278
80.0,0,0,0,0,2278
81.0,0,0,0,0,2278
82.0,0,0,0,0,2278
83.0,0,0,0,0,2278
84.0,0,0,0,0,2278
85.0,0,0,0,0,2278
86.0,0,0,0,0,2278
87.0,0,0,0,0,2278
88.0,0,0,0,0,2278
89.0,0,0,0,0,2278
90.0,0,0,0,0,2278
91.0,0,0,0,0,2278
92.0,0,0,0,0,2278
93.0,0,0,0,0,2278
94.0,0,0,0,0,2278
95.0,0,0,0,0,2278
96.0,0,0,0,0,2278
97.0,0,0,0,0,2278
98.0,0,0,0,0,2278
99.0,0,0,0,0,2278
100.0,0,0,0,0,2278
