time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2,1,9999,1,1,0
3,1,9999,1,1,0
4,1,9999,1,1,0
5,1,9999,1,1,0
6,1,9999,1,1,0
7,1,9999,1,1,0
8,1,9999,1,1,0
9,1,9999,1,1,0
10,1,9999,1,1,0
11,1,9999,1,1,0
12,1,9999,1,1,0
13,1,9999,1,1,0
14.0,2,9997,2,0,1
15.0,3,9996,3,1,1
16.0,3,9996,3,1,1
17.0,3,9996,3,1,1
18.0,5,9994,5,2,1
19.0,6,9993,6,3,1
20.0,9,9990,9,6,1
21.0,16,9983,16,7,1
22.0,27,9972,27,12,1
23.0,31,9968,31,12,1
24.0,46,9951,46,16,1
25.0,62,9935,62,20,1
26.0,79,9918,79,21,1
27.0,99,9898,99,23,1
28.0,133,9863,133,30,1
29.0,187,9808,187,38,2
30.0,244,9751,244,54,2
31.0,325,9664,325,77,2
32.0,442,9540,442,101,3
33.0,578,9399,578,129,4
34.0,738,9223,738,159,7
35.0,996,8952,996,210,8
36.0,1262,8665,1262,271,13
37.0,1627,8282,1627,353,13
38.0,2028,7849,2028,438,17
39.0,2475,7352,2475,539,21
40.0,3029,6756,3029,678,22
41.0,3584,6135,3584,815,24
42.0,4170,5443,4170,962,31
43.0,4758,4734,4758,1105,40
44.0,5284,4049,5284,1222,56
45.0,5652,3439,5652,1320,79
46.0,5970,2875,5970,1395,104
47.0,6141,2374,6141,1483,133
48.0,6177,1961,6177,1551,166
49.0,6037,1657,6037,1571,218
50.0,5806,1366,5806,1557,284
51.0,5435,1173,5435,1519,366
52.0,4971,1010,4971,1472,455
53.0,4445,874,4445,1409,560
54.0,3833,794,3833,1286,700
55.0,3277,722,3277,1161,839
56.0,2730,651,2730,1026,993
57.0,2239,606,2239,887,1145
58.0,1833,567,1833,764,1278
59.0,1506,541,1506,647,1399
60.0,1192,516,1192,552,1499
61.0,942,500,942,438,1616
62.0,730,490,730,340,1717
63.0,578,476,578,271,1789
64.0,469,470,469,221,1841
65.0,374,463,374,178,1885
66.0,287,456,287,137,1927
67.0,220,449,220,98,1969
68.0,177,446,177,81,1986
69.0,142,445,142,67,2000
70.0,104,444,104,48,2019
71.0,78,444,78,35,2032
72.0,62,443,62,25,2042
73.0,47,443,47,21,2046
74.0,40,441,40,17,2051
75.0,31,441,31,14,2054
76.0,23,440,23,11,2057
77.0,16,440,16,8,2060
78.0,11,440,11,6,2062
79.0,9,440,9,5,2063
80.0,7,440,7,4,2064
81.0,5,439,5,1,2067
82.0,5,438,5,1,2067
83.0,5,438,5,1,2067
84.0,4,438,4,1,2067
85.0,4,438,4,1,2067
86.0,3,438,3,1,2067
87.0,3,438,3,1,2067
88.0,2,438,2,0,2068
89.0,2,438,2,0,2068
90.0,2,438,2,0,2068
91.0,1,438,1,0,2068
92.0,0,438,0,0,2068
93.0,0,438,0,0,2068
94.0,0,438,0,0,2068
95.0,0,438,0,0,2068
96.0,0,438,0,0,2068
97.0,0,438,0,0,2068
98.0,0,438,0,0,2068
99.0,0,438,0,0,2068
100.0,0,438,0,0,2068
