time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3.0,3,9997,3,1,0
4.0,4,9996,4,1,0
5.0,5,9995,5,1,0
6.0,5,9995,5,1,0
7.0,7,9993,7,1,0
8.0,12,9988,12,2,0
9.0,14,9986,14,2,0
10.0,24,9975,24,4,0
11.0,30,9969,30,6,0
12.0,45,9954,45,10,0
13.0,61,9937,61,16,0
14.0,80,9917,80,19,0
15.0,103,9893,103,24,0
16.0,136,9860,136,33,0
17.0,172,9821,172,40,1
18.0,221,9768,221,45,1
19.0,294,9693,294,66,1
20.0,391,9587,391,96,1
21.0,522,9452,522,126,1
22.0,665,9297,665,157,2
23.0,835,9116,835,197,2
24.0,1062,8870,1062,245,4
25.0,1388,8523,1388,326,6
26.0,1816,8067,1816,425,10
27.0,2238,7608,2238,532,16
28.0,2728,7067,2728,637,19
29.0,3263,6473,3263,751,24
30.0,3854,5797,3854,870,33
31.0,4439,5099,4439,1024,41
32.0,4994,4416,4994,1165,46
33.0,5492,3756,5492,1281,67
34.0,5891,3131,5891,1393,97
35.0,6134,2594,6134,1479,127
36.0,6170,2173,6170,1543,159
37.0,6173,1784,6173,1591,199
38.0,5972,1502,5972,1614,249
39.0,5636,1280,5636,1579,332
40.0,5154,1111,5154,1512,435
41.0,4664,952,4664,1439,548
42.0,4125,846,4125,1353,656
43.0,3564,765,3564,1248,775
44.0,3019,699,3019,1137,903
45.0,2494,641,2494,988,1065
46.0,2062,602,2062,848,1211
47.0,1652,574,1652,717,1348
48.0,1340,535,1340,584,1490
49.0,1072,513,1072,468,1606
50.0,854,502,854,375,1702
51.0,661,488,661,289,1790
52.0,514,478,514,217,1863
53.0,407,470,407,172,1911
54.0,326,466,326,136,1947
55.0,246,461,246,96,1987
56.0,191,461,191,74,2009
57.0,158,458,158,61,2023
58.0,113,456,113,45,2040
59.0,80,454,80,32,2053
60.0,67,453,67,26,2059
61.0,50,452,50,20,2065
62.0,32,452,32,11,2074
63.0,27,452,27,11,2074
64.0,21,451,21,9,2077
65.0,14,451,14,7,2079
66.0,13,451,13,6,2080
67.0,8,451,8,3,2083
68.0,8,450,8,3,2083
69.0,6,450,6,3,2083
70.0,5,450,5,3,2083
71.0,3,450,3,2,2084
72.0,2,450,2,1,2085
73.0,2,450,2,1,2085
74.0,2,450,2,1,2085
75.0,2,450,2,1,2085
76.0,2,450,2,1,2085
77.0,2,450,2,1,2085
78.0,0,450,0,0,2086
79.0,0,450,0,0,2086
80.0,0,450,0,0,2086
81.0,0,450,0,0,2086
82.0,0,450,0,0,2086
83.0,0,450,0,0,2086
84.0,0,450,0,0,2086
85.0,0,450,0,0,2086
86.0,0,450,0,0,2086
87.0,0,450,0,0,2086
88.0,0,450,0,0,2086
89.0,0,450,0,0,2086
90.0,0,450,0,0,2086
91.0,0,450,0,0,2086
92.0,0,450,0,0,2086
93.0,0,450,0,0,2086
94.0,0,450,0,0,2086
95.0,0,450,0,0,2086
96.0,0,450,0,0,2086
97.0,0,450,0,0,2086
98.0,0,450,0,0,2086
99.0,0,450,0,0,2086
100.0,0,450,0,0,2086
