time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,6,9994,6,2,0
2.0,8,9992,8,2,0
3.0,10,9990,10,2,0
4.0,18,9982,18,3,0
5.0,20,9980,20,3,0
6.0,32,9968,32,6,0
7.0,51,9949,51,8,0
8.0,70,9930,70,11,0
9.0,97,9903,97,18,0
10.0,138,9861,138,22,0
11.0,192,9804,192,40,0
12.0,246,9748,246,50,0
13.0,319,9673,319,65,0
14.0,424,9561,424,83,0
15.0,550,9431,550,103,2
16.0,716,9256,716,149,2
17.0,916,9039,916,193,2
18.0,1183,8755,1183,252,3
19.0,1510,8408,1510,330,3
20.0,1864,8013,1864,420,6
21.0,2268,7568,2268,521,8
22.0,2780,7007,2780,650,11
23.0,3340,6380,3340,788,18
24.0,3909,5713,3909,925,22
25.0,4452,5044,4452,1063,40
26.0,4944,4413,4944,1195,50
27.0,5340,3829,5340,1305,65
28.0,5629,3298,5629,1421,83
29.0,5850,2786,5850,1501,105
30.0,5965,2323,5965,1561,151
31.0,5980,1922,5980,1610,195
32.0,5793,1620,5793,1620,255
33.0,5491,1362,5491,1600,333
34.0,5067,1167,5067,1547,426
35.0,4628,990,4628,1480,529
36.0,4129,868,4129,1370,661
37.0,3607,786,3607,1243,806
38.0,3159,696,3159,1119,947
39.0,2663,626,2663,975,1103
40.0,2198,592,2198,839,1245
41.0,1804,553,1804,723,1370
42.0,1460,531,1460,593,1504
43.0,1185,504,1185,500,1606
44.0,937,491,937,398,1712
45.0,714,480,714,310,1805
46.0,552,472,552,242,1875
47.0,438,464,438,186,1933
48.0,330,459,330,146,1973
49.0,241,454,241,110,2009
50.0,191,454,191,88,2031
51.0,145,452,145,70,2049
52.0,111,451,111,53,2066
53.0,84,448,84,41,2078
54.0,71,446,71,37,2084
55.0,58,444,58,29,2093
56.0,48,444,48,25,2097
57.0,35,442,35,16,2106
58.0,26,442,26,12,2110
59.0,16,442,16,7,2115
60.0,14,442,14,5,2117
61.0,11,441,11,3,2119
62.0,10,441,10,3,2119
63.0,7,441,7,3,2119
64.0,7,441,7,3,2119
65.0,6,441,6,3,2119
66.0,6,441,6,3,2119
67.0,4,441,4,3,2119
68.0,2,441,2,1,2121
69.0,1,441,1,0,2122
70.0,1,441,1,0,2122
71.0,0,441,0,0,2122
72.0,0,441,0,0,2122
73.0,0,441,0,0,2122
74.0,0,441,0,0,2122
75.0,0,441,0,0,2122
76.0,0,441,0,0,2122
77.0,0,441,0,0,2122
78.0,0,441,0,0,2122
79.0,0,441,0,0,2122
80.0,0,441,0,0,2122
81.0,0,441,0,0,2122
82.0,0,441,0,0,2122
83.0,0,441,0,0,2122
84.0,0,441,0,0,2122
85.0,0,441,0,0,2122
86.0,0,441,0,0,2122
87.0,0,441,0,0,2122
88.0,0,441,0,0,2122
89.0,0,441,0,0,2122
90.0,0,441,0,0,2122
91.0,0,441,0,0,2122
92.0,0,441,0,0,2122
93.0,0,441,0,0,2122
94.0,0,441,0,0,2122
95.0,0,441,0,0,2122
96.0,0,441,0,0,2122
97.0,0,441,0,0,2122
98.0,0,441,0,0,2122
99.0,0,441,0,0,2122
100.0,0,441,0,0,2122
