time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4.0,2,9998,2,1,0
5.0,3,9997,3,1,0
6.0,3,9997,3,1,0
7.0,3,9997,3,1,0
8.0,6,9994,6,1,0
9.0,7,9993,7,1,0
10.0,8,9991,8,2,0
11.0,12,9987,12,2,0
12.0,18,9981,18,2,0
13.0,22,9977,22,2,0
14.0,33,9966,33,3,0
15.0,49,9949,49,9,0
16.0,63,9935,63,12,0
17.0,90,9908,90,20,0
18.0,128,9866,128,32,1
19.0,164,9829,164,40,1
20.0,227,9765,227,60,1
21.0,293,9695,293,78,1
22.0,379,9603,379,101,1
23.0,489,9489,489,119,1
24.0,605,9362,605,147,2
25.0,770,9186,770,191,2
26.0,1004,8941,1004,236,2
27.0,1290,8636,1290,305,2
28.0,1576,8320,1576,366,3
29.0,1969,7892,1969,443,9
30.0,2434,7380,2434,533,12
31.0,2952,6802,2952,637,20
32.0,3480,6192,3480,767,33
33.0,4013,5555,4013,884,41
34.0,4523,4927,4523,1011,61
35.0,5087,4213,5087,1153,79
36.0,5497,3580,5497,1271,102
37.0,5791,3032,5791,1378,120
38.0,6012,2528,6012,1463,149
39.0,6028,2123,6028,1518,193
40.0,5911,1776,5911,1548,238
41.0,5641,1511,5641,1540,307
42.0,5346,1277,5346,1530,369
43.0,4959,1069,4959,1495,452
44.0,4533,921,4533,1431,545
45.0,3978,810,3978,1343,657
46.0,3428,725,3428,1210,800
47.0,2951,654,2951,1099,925
48.0,2459,609,2459,964,1072
49.0,2025,577,2025,808,1232
50.0,1644,545,1644,673,1373
51.0,1343,517,1343,552,1498
52.0,1061,503,1061,442,1612
53.0,821,484,821,348,1711
54.0,639,472,639,274,1786
55.0,500,463,500,216,1847
56.0,376,460,376,164,1899
57.0,278,453,278,118,1947
58.0,220,449,220,89,1976
59.0,170,447,170,66,2000
60.0,138,443,138,60,2010
61.0,103,440,103,49,2024
62.0,83,438,83,37,2036
63.0,66,437,66,33,2040
64.0,49,437,49,27,2046
65.0,40,436,40,23,2050
66.0,34,435,34,20,2054
67.0,24,435,24,15,2059
68.0,19,435,19,14,2060
69.0,16,434,16,11,2063
70.0,16,434,16,11,2063
71.0,14,434,14,9,2065
72.0,12,434,12,9,2065
73.0,11,433,11,8,2066
74.0,7,433,7,4,2070
75.0,3,433,3,1,2073
76.0,3,433,3,1,2073
77.0,3,433,3,1,2073
78.0,3,433,3,1,2073
79.0,3,432,3,1,2073
80.0,2,432,2,0,2074
81.0,2,432,2,0,2074
82.0,2,432,2,0,2074
83.0,1,432,1,0,2074
84.0,1,432,1,0,2074
85.0,1,432,1,0,2074
86.0,1,432,1,0,2074
87.0,1,432,1,0,2074
88.0,1,432,1,0,2074
89.0,0,432,0,0,2074
90.0,0,432,0,0,2074
91.0,0,432,0,0,2074
92.0,0,432,0,0,2074
93.0,0,432,0,0,2074
94.0,0,432,0,0,2074
95.0,0,432,0,0,2074
96.0,0,432,0,0,2074
97.0,0,432,0,0,2074
98.0,0,432,0,0,2074
99.0,0,432,0,0,2074
100.0,0,432,0,0,2074
