time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5,1,9999,1,0,0
6.0,2,9998,2,0,0
7.0,2,9998,2,0,0
8.0,2,9998,2,0,0
9.0,4,9996,4,1,0
10.0,3,9996,3,1,0
11.0,3,9996,3,1,0
12.0,3,9996,3,1,0
13.0,4,9995,4,2,0
14.0,4,9995,4,2,0
15.0,6,9993,6,2,0
16.0,10,9988,10,4,0
17.0,14,9984,14,5,0
18.0,18,9980,18,7,0
19.0,22,9975,22,8,0
20.0,32,9965,32,10,0
21.0,46,9951,46,13,0
22.0,60,9937,60,18,0
23.0,76,9920,76,19,1
24.0,106,9890,106,27,1
25.0,135,9859,135,30,1
26.0,170,9821,170,35,1
27.0,216,9771,216,48,2
28.0,285,9700,285,62,2
29.0,351,9630,351,78,2
30.0,453,9518,453,100,4
31.0,570,9389,570,123,5
32.0,747,9201,747,156,7
33.0,960,8972,960,210,8
34.0,1227,8681,1227,262,10
35.0,1534,8343,1534,317,13
36.0,1915,7924,1915,419,18
37.0,2389,7412,2389,537,20
38.0,2924,6812,2924,664,28
39.0,3497,6182,3497,795,31
40.0,4047,5539,4047,934,36
41.0,4585,4882,4585,1066,50
42.0,5076,4224,5076,1193,64
43.0,5484,3626,5484,1316,80
44.0,5760,3089,5760,1419,104
45.0,5966,2579,5966,1503,128
46.0,6068,2130,6068,1551,163
47.0,5960,1791,5960,1560,218
48.0,5742,1490,5742,1571,272
49.0,5416,1262,5416,1556,330
50.0,5012,1060,5012,1494,437
51.0,4531,910,4531,1404,557
52.0,4000,789,4000,1286,692
53.0,3479,717,3479,1169,826
54.0,2984,658,2984,1036,970
55.0,2492,602,2492,906,1116
56.0,2026,561,2026,774,1257
57.0,1640,533,1640,643,1396
58.0,1310,500,1310,523,1523
59.0,1039,478,1039,424,1631
60.0,814,463,814,343,1714
61.0,637,456,637,279,1778
62.0,482,442,482,214,1843
63.0,392,434,392,174,1886
64.0,310,423,310,132,1931
65.0,245,418,245,104,1961
66.0,202,412,202,88,1978
67.0,168,409,168,71,1995
68.0,134,406,134,62,2006
69.0,105,406,105,46,2022
70.0,84,405,84,37,2031
71.0,69,405,69,29,2039
72.0,49,404,49,22,2046
73.0,35,404,35,13,2055
74.0,25,404,25,11,2057
75.0,22,404,22,11,2057
76.0,18,403,18,12,2057
77.0,12,403,12,9,2060
78.0,8,403,8,6,2063
79.0,6,403,6,4,2065
80.0,4,403,4,3,2066
81.0,4,403,4,3,2066
82.0,2,402,2,1,2068
83.0,2,402,2,1,2068
84.0,2,402,2,1,2068
85.0,2,402,2,1,2068
86.0,2,402,2,1,2068
87.0,2,402,2,1,2068
88.0,2,402,2,1,2068
89.0,2,402,2,1,2068
90.0,1,402,1,0,2069
91.0,1,402,1,0,2069
92.0,0,402,0,0,2069
93.0,0,402,0,0,2069
94.0,0,402,0,0,2069
95.0,0,402,0,0,2069
96.0,0,402,0,0,2069
97.0,0,402,0,0,2069
98.0,0,402,0,0,2069
99.0,0,402,0,0,2069
100.0,0,402,0,0,2069
