time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,6,9994,6,2,0
2.0,21,9979,21,2,0
3.0,70,9930,70,14,0
4.0,219,9781,219,53,0
5.0,636,9364,636,141,0
6.0,1695,8305,1695,354,0
7.0,3950,6050,3950,849,0
8.0,7030,2970,7030,1531,0
9.0,9063,937,9063,1984,0
10.0,9777,222,9777,2137,0
11.0,9946,50,9946,2181,0
12.0,9976,5,9976,2192,0
13.0,9944,0,9944,2193,0
14.0,9834,0,9834,2193,0
15.0,9503,0,9503,2191,2
16.0,8657,0,8657,2191,2
17.0,6885,0,6885,2179,14
18.0,4448,0,4448,2140,53
19.0,2780,0,2780,2052,141
20.0,2005,0,2005,1839,354
21.0,1382,0,1382,1344,849
22.0,666,0,666,662,1531
23.0,209,0,209,209,1984
24.0,56,0,56,56,2137
25.0,12,0,12,12,2181
26.0,1,0,1,1,2192
27.0,0,0,0,0,2193
28.0,0,0,0,0,2193
29.0,0,0,0,0,2193
30.0,0,0,0,0,2193
31.0,0,0,0,0,2193
32.0,0,0,0,0,2193
33.0,0,0,0,0,2193
34.0,0,0,0,0,2193
35.0,0,0,0,0,2193
36.0,0,0,0,0,2193
37.0,0,0,0,0,2193
38.0,0,0,0,0,2193
39.0,0,0,0,0,2193
40.0,0,0,0,0,2193
41.0,0,0,0,0,2193
42.0,0,0,0,0,2193
43.0,0,0,0,0,2193
44.0,0,0,0,0,2193
45.0,0,0,0,0,2193
46.0,0,0,0,0,2193
47.0,0,0,0,0,2193
48.0,0,0,0,0,2193
49.0,0,0,0,0,2193
50.0,0,0,0,0,2193
51.0,0,0,0,0,2193
52.0,0,0,0,0,2193
53.0,0,0,0,0,2193
54.0,0,0,0,0,2193
55.0,0,0,0,0,2193
56.0,0,0,0,0,2193
57.0,0,0,0,0,2193
58.0,0,0,0,0,2193
59.0,0,0,0,0,2193
60.0,0,0,0,0,2193
61.0,0,0,0,0,2193
62.0,0,0,0,0,2193
63.0,0,0,0,0,2193
64.0,0,0,0,0,2193
65.0,0,0,0,0,2193
66.0,0,0,0,0,2193
67.0,0,0,0,0,2193
68.0,0,0,0,0,2193
69.0,0,0,0,0,2193
70.0,0,0,0,0,2193
71.0,0,0,0,0,2193
72.0,0,0,0,0,2193
73.0,0,0,0,0,2193
74.0,0,0,0,0,2193
75.0,0,0,0,0,2193
76.0,0,0,0,0,2193
77.0,0,0,0,0,2193
78.0,0,0,0,0,2193
79.0,0,0,0,0,2193
80.0,0,0,0,0,2193
81.0,0,0,0,0,2193
82.0,0,0,0,0,2193
83.0,0,0,0,0,2193
84.0,0,0,0,0,2193
85.0,0,0,0,0,2193
86.0,0,0,0,0,2193
87.0,0,0,0,0,2193
88.0,0,0,0,0,2193
89.0,0,0,0,0,2193
90.0,0,0,0,0,2193
91.0,0,0,0,0,2193
92.0,0,0,0,0,2193
93.0,0,0,0,0,2193
94.0,0,0,0,0,2193
95.0,0,0,0,0,2193
96.0,0,0,0,0,2193
97.0,0,0,0,0,2193
98.0,0,0,0,0,2193
99.0,0,0,0,0,2193
100.0,0,0,0,0,2193
