time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,0,0
2,1,9999,1,0,0
3,1,9999,1,0,0
4,1,9999,1,0,0
5.0,2,9998,2,0,0
6.0,3,9997,3,0,0
7.0,4,9996,4,0,0
8.0,7,9993,7,1,0
9.0,8,9992,8,2,0
10.0,9,9990,9,2,0
11.0,13,9986,13,3,0
12.0,24,9975,24,5,0
13.0,37,9962,37,8,0
14.0,58,9941,58,12,0
15.0,109,9889,109,19,0
16.0,181,9816,181,41,0
17.0,301,9695,301,66,0
18.0,468,9526,468,110,0
19.0,752,9242,752,158,0
20.0,1215,8777,1215,249,0
21.0,1863,8126,1863,417,0
22.0,2760,7219,2760,623,1
23.0,3876,6092,3876,927,2
24.0,5086,4865,5086,1201,2
25.0,6288,3617,6288,1449,3
26.0,7225,2627,7225,1679,5
27.0,7939,1814,7939,1861,8
28.0,8419,1205,8419,1985,12
29.0,8590,791,8590,2070,19
30.0,8469,516,8469,2096,41
31.0,8158,319,8158,2120,66
32.0,7518,215,7518,2091,110
33.0,6703,160,6703,2053,158
34.0,5700,119,5700,1968,249
35.0,4561,91,4561,1804,417
36.0,3615,72,3615,1606,624
37.0,2698,56,2698,1305,929
38.0,1952,47,1952,1031,1203
39.0,1384,44,1384,782,1452
40.0,927,42,927,551,1684
41.0,595,41,595,366,1869
42.0,382,37,382,238,1997
43.0,247,35,247,146,2089
44.0,164,35,164,98,2137
45.0,92,34,92,49,2186
46.0,67,34,67,34,2201
47.0,45,34,45,24,2211
48.0,30,34,30,18,2217
49.0,24,33,24,14,2221
50.0,14,33,14,5,2230
51.0,9,33,9,1,2234
52.0,5,33,5,1,2234
53.0,3,33,3,1,2234
54.0,2,33,2,0,2235
55.0,1,33,1,0,2235
56.0,1,33,1,0,2235
57.0,1,33,1,0,2235
58.0,1,33,1,0,2235
59.0,0,33,0,0,2235
60.0,0,33,0,0,2235
61.0,0,33,0,0,2235
62.0,0,33,0,0,2235
63.0,0,33,0,0,2235
64.0,0,33,0,0,2235
65.0,0,33,0,0,2235
66.0,0,33,0,0,2235
67.0,0,33,0,0,2235
68.0,0,33,0,0,2235
69.0,0,33,0,0,2235
70.0,0,33,0,0,2235
71.0,0,33,0,0,2235
72.0,0,33,0,0,2235
73.0,0,33,0,0,2235
74.0,0,33,0,0,2235
75.0,0,33,0,0,2235
76.0,0,33,0,0,2235
77.0,0,33,0,0,2235
78.0,0,33,0,0,2235
79.0,0,33,0,0,2235
80.0,0,33,0,0,2235
81.0,0,33,0,0,2235
82.0,0,33,0,0,2235
83.0,0,33,0,0,2235
84.0,0,33,0,0,2235
85.0,0,33,0,0,2235
86.0,0,33,0,0,2235
87.0,0,33,0,0,2235
88.0,0,33,0,0,2235
89.0,0,33,0,0,2235
90.0,0,33,0,0,2235
91.0,0,33,0,0,2235
92.0,0,33,0,0,2235
93.0,0,33,0,0,2235
94.0,0,33,0,0,2235
95.0,0,33,0,0,2235
96.0,0,33,0,0,2235
97.0,0,33,0,0,2235
98.0,0,33,0,0,2235
99.0,0,33,0,0,2235
100.0,0,33,0,0,2235
