time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,0,0
2.0,5,9995,5,0,0
3.0,8,9992,8,1,0
4.0,9,9991,9,2,0
5.0,18,9982,18,6,0
6.0,30,9970,30,6,0
7.0,65,9935,65,12,0
8.0,97,9903,97,18,0
9.0,148,9852,148,29,0
10.0,236,9763,236,47,0
11.0,369,9629,369,72,0
12.0,605,9390,605,130,0
13.0,981,9012,981,213,0
14.0,1532,8461,1532,315,0
15.0,2310,7678,2310,496,0
16.0,3283,6693,3283,714,0
17.0,4421,5525,4421,956,1
18.0,5653,4266,5653,1213,2
19.0,6759,3116,6759,1469,6
20.0,7638,2166,7638,1682,6
21.0,8197,1492,8197,1805,12
22.0,8515,987,8515,1910,18
23.0,8573,623,8573,1973,29
24.0,8306,423,8306,1995,47
25.0,7824,278,7824,2006,72
26.0,7091,186,7091,1970,130
27.0,6138,131,6138,1899,213
28.0,5065,101,5065,1805,315
29.0,4014,81,4014,1628,496
30.0,3075,65,3075,1413,714
31.0,2298,54,2298,1173,957
32.0,1647,53,1647,915,1215
33.0,1100,50,1100,656,1475
34.0,730,47,730,445,1688
35.0,493,46,493,317,1817
36.0,313,45,313,207,1928
37.0,196,45,196,133,2002
38.0,136,43,136,94,2042
39.0,84,43,84,58,2078
40.0,50,42,50,37,2100
41.0,30,42,30,25,2112
42.0,22,41,22,17,2120
43.0,16,41,16,13,2124
44.0,12,41,12,10,2127
45.0,9,41,9,7,2130
46.0,9,41,9,7,2130
47.0,8,41,8,6,2131
48.0,5,41,5,4,2133
49.0,4,41,4,3,2134
50.0,3,41,3,2,2135
51.0,3,41,3,2,2135
52.0,1,41,1,1,2136
53.0,1,41,1,1,2136
54.0,0,41,0,0,2137
55.0,0,41,0,0,2137
56.0,0,41,0,0,2137
57.0,0,41,0,0,2137
58.0,0,41,0,0,2137
59.0,0,41,0,0,2137
60.0,0,41,0,0,2137
61.0,0,41,0,0,2137
62.0,0,41,0,0,2137
63.0,0,41,0,0,2137
64.0,0,41,0,0,2137
65.0,0,41,0,0,2137
66.0,0,41,0,0,2137
67.0,0,41,0,0,2137
68.0,0,41,0,0,2137
69.0,0,41,0,0,2137
70.0,0,41,0,0,2137
71.0,0,41,0,0,2137
72.0,0,41,0,0,2137
73.0,0,41,0,0,2137
74.0,0,41,0,0,2137
75.0,0,41,0,0,2137
76.0,0,41,0,0,2137
77.0,0,41,0,0,2137
78.0,0,41,0,0,2137
79.0,0,41,0,0,2137
80.0,0,41,0,0,2137
81.0,0,41,0,0,2137
82.0,0,41,0,0,2137
83.0,0,41,0,0,2137
84.0,0,41,0,0,2137
85.0,0,41,0,0,2137
86.0,0,41,0,0,2137
87.0,0,41,0,0,2137
88.0,0,41,0,0,2137
89.0,0,41,0,0,2137
90.0,0,41,0,0,2137
91.0,0,41,0,0,2137
92.0,0,41,0,0,2137
93.0,0,41,0,0,2137
94.0,0,41,0,0,2137
95.0,0,41,0,0,2137
96.0,0,41,0,0,2137
97.0,0,41,0,0,2137
98.0,0,41,0,0,2137
99.0,0,41,0,0,2137
100.0,0,41,0,0,2137
