time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2,1,9999,1,1,0
3,1,9999,1,1,0
4,1,9999,1,1,0
5,1,9999,1,1,0
6.0,2,9998,2,1,0
7.0,5,9995,5,4,0
8.0,6,9994,6,4,0
9.0,8,9992,8,4,0
10.0,11,9989,11,4,0
11.0,22,9978,22,6,0
12.0,41,9959,41,10,0
13.0,69,9931,69,17,0
14.0,104,9895,104,22,1
15.0,159,9840,159,31,1
16.0,265,9733,265,55,1
17.0,402,9596,402,89,1
18.0,613,9384,613,132,1
19.0,958,9037,958,208,1
20.0,1489,8503,1489,344,1
21.0,2215,7765,2215,501,4
22.0,3131,6834,3131,695,4
23.0,4252,5692,4252,955,4
24.0,5472,4442,5472,1215,4
25.0,6543,3323,6543,1451,6
26.0,7400,2379,7400,1665,10
27.0,8043,1626,8043,1823,17
28.0,8434,1060,8434,1940,23
29.0,8531,683,8531,2030,32
30.0,8355,437,8355,2057,56
31.0,7897,283,7897,2059,90
32.0,7219,181,7219,2033,133
33.0,6313,129,6313,1971,209
34.0,5224,92,5224,1845,345
35.0,4207,68,4207,1689,505
36.0,3301,54,3301,1500,699
37.0,2457,50,2457,1241,959
38.0,1760,44,1760,982,1219
39.0,1247,41,1247,744,1457
40.0,836,39,836,526,1675
41.0,553,39,553,361,1840
42.0,347,37,347,238,1963
43.0,210,37,210,139,2062
44.0,132,37,132,88,2113
45.0,76,37,76,52,2149
46.0,50,37,50,35,2166
47.0,33,37,33,21,2180
48.0,19,36,19,11,2190
49.0,12,36,12,7,2194
50.0,5,36,5,2,2199
51.0,4,36,4,1,2200
52.0,1,36,1,0,2201
53.0,1,36,1,0,2201
54.0,1,36,1,0,2201
55.0,1,36,1,0,2201
56.0,1,36,1,0,2201
57.0,1,36,1,0,2201
58.0,0,36,0,0,2201
59.0,0,36,0,0,2201
60.0,0,36,0,0,2201
61.0,0,36,0,0,2201
62.0,0,36,0,0,2201
63.0,0,36,0,0,2201
64.0,0,36,0,0,2201
65.0,0,36,0,0,2201
66.0,0,36,0,0,2201
67.0,0,36,0,0,2201
68.0,0,36,0,0,2201
69.0,0,36,0,0,2201
70.0,0,36,0,0,2201
71.0,0,36,0,0,2201
72.0,0,36,0,0,2201
73.0,0,36,0,0,2201
74.0,0,36,0,0,2201
75.0,0,36,0,0,2201
76.0,0,36,0,0,2201
77.0,0,36,0,0,2201
78.0,0,36,0,0,2201
79.0,0,36,0,0,2201
80.0,0,36,0,0,2201
81.0,0,36,0,0,2201
82.0,0,36,0,0,2201
83.0,0,36,0,0,2201
84.0,0,36,0,0,2201
85.0,0,36,0,0,2201
86.0,0,36,0,0,2201
87.0,0,36,0,0,2201
88.0,0,36,0,0,2201
89.0,0,36,0,0,2201
90.0,0,36,0,0,2201
91.0,0,36,0,0,2201
92.0,0,36,0,0,2201
93.0,0,36,0,0,2201
94.0,0,36,0,0,2201
95.0,0,36,0,0,2201
96.0,0,36,0,0,2201
97.0,0,36,0,0,2201
98.0,0,36,0,0,2201
99.0,0,36,0,0,2201
100.0,0,36,0,0,2201
