time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2,1,9999,1,1,0
3,1,9999,1,1,0
4,1,9999,1,1,0
5.0,3,9997,3,1,0
6.0,5,9995,5,1,0
7.0,6,9994,6,2,0
8.0,10,9990,10,2,0
9.0,15,9985,15,3,0
10.0,25,9975,25,5,0
11.0,42,9958,42,8,0
12.0,81,9919,81,15,0
13.0,122,9878,122,22,0
14.0,193,9806,193,38,1
15.0,315,9682,315,55,1
16.0,554,9441,554,114,1
17.0,884,9111,884,195,1
18.0,1407,8584,1407,312,1
19.0,2072,7915,2072,469,1
20.0,2943,7036,2943,663,1
21.0,4082,5882,4082,910,2
22.0,5285,4647,5285,1175,2
23.0,6476,3421,6476,1446,3
24.0,7453,2387,7453,1684,5
25.0,8138,1592,8138,1841,8
26.0,8486,1055,8486,1951,15
27.0,8561,724,8561,2014,22
28.0,8392,466,8392,2061,39
29.0,8015,314,8015,2077,56
30.0,7372,213,7372,2032,115
31.0,6454,144,6454,1962,196
32.0,5405,106,5405,1851,313
33.0,4315,85,4315,1696,470
34.0,3340,72,3340,1506,664
35.0,2466,63,2466,1261,912
36.0,1789,55,1789,996,1177
37.0,1260,51,1260,724,1449
38.0,827,50,827,485,1689
39.0,551,47,551,326,1849
40.0,353,41,353,211,1966
41.0,225,41,225,141,2036
42.0,130,40,130,77,2100
43.0,78,40,78,44,2133
44.0,55,40,55,30,2147
45.0,38,40,38,19,2158
46.0,24,40,24,13,2164
47.0,18,40,18,11,2166
48.0,14,40,14,7,2170
49.0,9,40,9,4,2173
50.0,5,40,5,4,2173
51.0,5,40,5,4,2173
52.0,3,40,3,3,2174
53.0,3,39,3,2,2175
54.0,1,39,1,0,2177
55.0,1,39,1,0,2177
56.0,1,39,1,0,2177
57.0,1,39,1,0,2177
58.0,1,39,1,0,2177
59.0,1,39,1,0,2177
60.0,1,39,1,0,2177
61.0,1,39,1,0,2177
62.0,1,39,1,0,2177
63.0,0,39,0,0,2177
64.0,0,39,0,0,2177
65.0,0,39,0,0,2177
66.0,0,39,0,0,2177
67.0,0,39,0,0,2177
68.0,0,39,0,0,2177
69.0,0,39,0,0,2177
70.0,0,39,0,0,2177
71.0,0,39,0,0,2177
72.0,0,39,0,0,2177
73.0,0,39,0,0,2177
74.0,0,39,0,0,2177
75.0,0,39,0,0,2177
76.0,0,39,0,0,2177
77.0,0,39,0,0,2177
78.0,0,39,0,0,2177
79.0,0,39,0,0,2177
80.0,0,39,0,0,2177
81.0,0,39,0,0,2177
82.0,0,39,0,0,2177
83.0,0,39,0,0,2177
84.0,0,39,0,0,2177
85.0,0,39,0,0,2177
86.0,0,39,0,0,2177
87.0,0,39,0,0,2177
88.0,0,39,0,0,2177
89.0,0,39,0,0,2177
90.0,0,39,0,0,2177
91.0,0,39,0,0,2177
92.0,0,39,0,0,2177
93.0,0,39,0,0,2177
94.0,0,39,0,0,2177
95.0,0,39,0,0,2177
96.0,0,39,0,0,2177
97.0,0,39,0,0,2177
98.0,0,39,0,0,2177
99.0,0,39,0,0,2177
100.0,0,39,0,0,2177
