time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,1,0
2.0,3,9997,3,2,0
3.0,7,9993,7,2,0
4.0,9,9991,9,2,0
5.0,16,9984,16,2,0
6.0,36,9964,36,7,0
7.0,52,9948,52,12,0
8.0,82,9918,82,16,0
9.0,129,9871,129,26,0
10.0,208,9792,208,40,0
11.0,339,9660,339,72,0
12.0,549,9450,549,114,0
13.0,857,9138,857,187,0
14.0,1317,8675,1317,304,1
15.0,2070,7915,2070,489,1
16.0,2969,7000,2969,685,2
17.0,4033,5925,4033,932,2
18.0,5194,4738,5194,1178,2
19.0,6390,3505,6390,1452,2
20.0,7342,2483,7342,1658,7
21.0,8020,1700,8020,1819,12
22.0,8440,1108,8440,1924,16
23.0,8574,725,8574,1976,26
24.0,8461,479,8461,2014,40
25.0,8015,318,8015,2020,72
26.0,7354,219,7354,2001,114
27.0,6510,162,6510,1941,187
28.0,5501,112,5501,1834,305
29.0,4375,94,4375,1654,490
30.0,3390,71,3390,1461,687
31.0,2541,56,2541,1214,934
32.0,1814,54,1814,968,1180
33.0,1222,51,1222,694,1454
34.0,819,49,819,483,1665
35.0,531,48,531,317,1831
36.0,348,46,348,209,1940
37.0,243,45,243,147,2002
38.0,152,45,152,95,2054
39.0,103,43,103,57,2092
40.0,61,43,61,34,2115
41.0,33,43,33,21,2128
42.0,20,43,20,10,2139
43.0,12,43,12,5,2144
44.0,6,43,6,1,2148
45.0,6,42,6,2,2148
46.0,5,42,5,2,2148
47.0,4,42,4,2,2148
48.0,4,42,4,2,2148
49.0,2,42,2,2,2148
50.0,1,42,1,1,2149
51.0,1,42,1,1,2149
52.0,1,42,1,1,2149
53.0,1,42,1,1,2149
54.0,1,42,1,1,2149
55.0,1,42,1,1,2149
56.0,1,42,1,1,2149
57.0,1,42,1,1,2149
58.0,1,42,1,1,2149
59.0,0,42,0,0,2150
60.0,0,42,0,0,2150
61.0,0,42,0,0,2150
62.0,0,42,0,0,2150
63.0,0,42,0,0,2150
64.0,0,42,0,0,2150
65.0,0,42,0,0,2150
66.0,0,42,0,0,2150
67.0,0,42,0,0,2150
68.0,0,42,0,0,2150
69.0,0,42,0,0,2150
70.0,0,42,0,0,2150
71.0,0,42,0,0,2150
72.0,0,42,0,0,2150
73.0,0,42,0,0,2150
74.0,0,42,0,0,2150
75.0,0,42,0,0,2150
76.0,0,42,0,0,2150
77.0,0,42,0,0,2150
78.0,0,42,0,0,2150
79.0,0,42,0,0,2150
80.0,0,42,0,0,2150
81.0,0,42,0,0,2150
82.0,0,42,0,0,2150
83.0,0,42,0,0,2150
84.0,0,42,0,0,2150
85.0,0,42,0,0,2150
86.0,0,42,0,0,2150
87.0,0,42,0,0,2150
88.0,0,42,0,0,2150
89.0,0,42,0,0,2150
90.0,0,42,0,0,2150
91.0,0,42,0,0,2150
92.0,0,42,0,0,2150
93.0,0,42,0,0,2150
94.0,0,42,0,0,2150
95.0,0,42,0,0,2150
96.0,0,42,0,0,2150
97.0,0,42,0,0,2150
98.0,0,42,0,0,2150
99.0,0,42,0,0,2150
100.0,0,42,0,0,2150
