time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,6,9994,6,2,0
2.0,8,9992,8,2,0
3.0,14,9986,14,3,0
4.0,24,9976,24,6,0
5.0,51,9949,51,10,0
6.0,79,9921,79,18,0
7.0,123,9877,123,29,0
8.0,201,9799,201,38,0
9.0,325,9675,325,61,0
10.0,545,9454,545,110,0
11.0,866,9130,866,178,0
12.0,1314,8680,1314,276,0
13.0,2013,7976,2013,422,0
14.0,2872,7110,2872,594,0
15.0,3981,5976,3981,838,2
16.0,5170,4767,5170,1070,2
17.0,6358,3545,6358,1341,3
18.0,7311,2520,7311,1540,6
19.0,8046,1680,8046,1716,10
20.0,8427,1119,8427,1814,18
21.0,8555,724,8555,1876,29
22.0,8454,464,8454,1921,38
23.0,8024,313,8024,1934,61
24.0,7393,201,7393,1913,110
25.0,6508,130,6508,1866,178
26.0,5465,98,5465,1780,276
27.0,4397,70,4397,1639,422
28.0,3411,61,3411,1469,594
29.0,2515,51,2515,1225,840
30.0,1831,48,1831,993,1072
31.0,1240,45,1240,722,1344
32.0,833,44,833,520,1546
33.0,538,44,538,340,1726
34.0,349,43,349,235,1832
35.0,228,41,228,163,1905
36.0,154,41,154,109,1959
37.0,96,40,96,74,1995
38.0,62,39,62,46,2023
39.0,33,39,33,25,2044
40.0,18,39,18,13,2056
41.0,11,39,11,8,2061
42.0,8,39,8,6,2063
43.0,6,39,6,4,2065
44.0,6,39,6,4,2065
45.0,4,39,4,3,2066
46.0,5,38,5,3,2066
47.0,5,38,5,3,2066
48.0,3,38,3,2,2067
49.0,2,38,2,1,2068
50.0,2,38,2,1,2068
51.0,1,38,1,0,2069
52.0,1,38,1,0,2069
53.0,1,38,1,0,2069
54.0,1,38,1,0,2069
55.0,1,38,1,0,2069
56.0,0,38,0,0,2069
57.0,0,38,0,0,2069
58.0,0,38,0,0,2069
59.0,0,38,0,0,2069
60.0,0,38,0,0,2069
61.0,0,38,0,0,2069
62.0,0,38,0,0,2069
63.0,0,38,0,0,2069
64.0,0,38,0,0,2069
65.0,0,38,0,0,2069
66.0,0,38,0,0,2069
67.0,0,38,0,0,2069
68.0,0,38,0,0,2069
69.0,0,38,0,0,2069
70.0,0,38,0,0,2069
71.0,0,38,0,0,2069
72.0,0,38,0,0,2069
73.0,0,38,0,0,2069
74.0,0,38,0,0,2069
75.0,0,38,0,0,2069
76.0,0,38,0,0,2069
77.0,0,38,0,0,2069
78.0,0,38,0,0,2069
79.0,0,38,0,0,2069
80.0,0,38,0,0,2069
81.0,0,38,0,0,2069
82.0,0,38,0,0,2069
83.0,0,38,0,0,2069
84.0,0,38,0,0,2069
85.0,0,38,0,0,2069
86.0,0,38,0,0,2069
87.0,0,38,0,0,2069
88.0,0,38,0,0,2069
89.0,0,38,0,0,2069
90.0,0,38,0,0,2069
91.0,0,38,0,0,2069
92.0,0,38,0,0,2069
93.0,0,38,0,0,2069
94.0,0,38,0,0,2069
95.0,0,38,0,0,2069
96.0,0,38,0,0,2069
97.0,0,38,0,0,2069
98.0,0,38,0,0,2069
99.0,0,38,0,0,2069
100.0,0,38,0,0,2069
