time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,9998,2,1,0
2.0,3,9997,3,2,0
3.0,4,9996,4,2,0
4.0,6,9994,6,2,0
5.0,10,9990,10,4,0
6.0,12,9988,12,4,0
7.0,26,9974,26,8,0
8.0,43,9957,43,12,0
9.0,64,9936,64,19,0
10.0,98,9901,98,25,0
11.0,159,9840,159,41,0
12.0,237,9762,237,58,0
13.0,359,9639,359,77,0
14.0,608,9388,608,131,0
15.0,967,9026,967,216,1
16.0,1525,8465,1525,344,2
17.0,2239,7741,2239,479,2
18.0,3239,6728,3239,689,2
19.0,4388,5563,4388,960,4
20.0,5613,4309,5613,1243,4
21.0,6725,3148,6725,1491,8
22.0,7583,2225,7583,1688,12
23.0,8138,1559,8138,1843,19
24.0,8452,1042,8452,1925,25
25.0,8528,674,8528,1976,41
26.0,8312,441,8312,2005,58
27.0,7854,291,7854,2018,77
28.0,7083,205,7083,1981,131
29.0,6148,162,6148,1904,217
30.0,5082,128,5082,1786,346
31.0,4065,101,4065,1658,481
32.0,3151,83,3151,1452,691
33.0,2390,67,2390,1181,964
34.0,1685,60,1685,899,1247
35.0,1140,52,1140,649,1499
36.0,755,49,755,450,1700
37.0,477,47,477,288,1862
38.0,321,46,321,201,1950
39.0,223,43,223,135,2017
40.0,156,41,156,89,2063
41.0,104,41,104,57,2095
42.0,73,41,73,40,2112
43.0,50,41,50,31,2121
44.0,33,41,33,20,2132
45.0,21,40,21,14,2139
46.0,16,40,16,10,2143
47.0,12,40,12,8,2145
48.0,11,40,11,7,2146
49.0,8,39,8,5,2148
50.0,4,39,4,3,2150
51.0,4,39,4,3,2150
52.0,3,39,3,2,2151
53.0,2,39,2,1,2152
54.0,2,39,2,1,2152
55.0,2,39,2,1,2152
56.0,2,39,2,1,2152
57.0,2,39,2,1,2152
58.0,2,39,2,1,2152
59.0,0,39,0,0,2153
60.0,0,39,0,0,2153
61.0,0,39,0,0,2153
62.0,0,39,0,0,2153
63.0,0,39,0,0,2153
64.0,0,39,0,0,2153
65.0,0,39,0,0,2153
66.0,0,39,0,0,2153
67.0,0,39,0,0,2153
68.0,0,39,0,0,2153
69.0,0,39,0,0,2153
70.0,0,39,0,0,2153
71.0,0,39,0,0,2153
72.0,0,39,0,0,2153
73.0,0,39,0,0,2153
74.0,0,39,0,0,2153
75.0,0,39,0,0,2153
76.0,0,39,0,0,2153
77.0,0,39,0,0,2153
78.0,0,39,0,0,2153
79.0,0,39,0,0,2153
80.0,0,39,0,0,2153
81.0,0,39,0,0,2153
82.0,0,39,0,0,2153
83.0,0,39,0,0,2153
84.0,0,39,0,0,2153
85.0,0,39,0,0,2153
86.0,0,39,0,0,2153
87.0,0,39,0,0,2153
88.0,0,39,0,0,2153
89.0,0,39,0,0,2153
90.0,0,39,0,0,2153
91.0,0,39,0,0,2153
92.0,0,39,0,0,2153
93.0,0,39,0,0,2153
94.0,0,39,0,0,2153
95.0,0,39,0,0,2153
96.0,0,39,0,0,2153
97.0,0,39,0,0,2153
98.0,0,39,0,0,2153
99.0,0,39,0,0,2153
100.0,0,39,0,0,2153
