time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,3,9997,3,0,0
2.0,5,9995,5,0,0
3.0,9,9991,9,1,0
4.0,15,9985,15,2,0
5.0,25,9975,25,2,0
6.0,36,9964,36,4,0
7.0,55,9945,55,8,0
8.0,92,9908,92,15,0
9.0,134,9866,134,24,0
10.0,204,9795,204,44,0
11.0,307,9690,307,69,0
12.0,509,9486,509,108,0
13.0,851,9141,851,172,0
14.0,1311,8676,1311,279,0
15.0,1918,8059,1918,407,0
16.0,2761,7207,2761,601,0
17.0,3763,6189,3763,827,1
18.0,4909,5012,4909,1071,2
19.0,6085,3803,6085,1339,2
20.0,7088,2747,7088,1554,4
21.0,7860,1891,7860,1746,8
22.0,8338,1241,8338,1887,15
23.0,8450,839,8450,1966,24
24.0,8336,575,8336,2003,44
25.0,8009,388,8009,2017,69
26.0,7450,250,7450,2009,108
27.0,6665,180,6665,1964,172
28.0,5674,132,5674,1868,279
29.0,4642,95,4642,1745,407
30.0,3629,75,3629,1553,601
31.0,2749,68,2749,1327,828
32.0,2013,57,2013,1084,1073
33.0,1437,51,1437,816,1341
34.0,1015,49,1015,600,1558
35.0,671,49,671,404,1754
36.0,417,48,417,256,1902
37.0,279,47,279,168,1990
38.0,187,45,187,111,2047
39.0,116,45,116,72,2086
40.0,68,44,68,42,2117
41.0,43,44,43,23,2136
42.0,23,44,23,12,2147
43.0,12,44,12,7,2152
44.0,9,44,9,5,2154
45.0,8,44,8,4,2155
46.0,5,44,5,2,2157
47.0,4,44,4,2,2157
48.0,1,44,1,1,2158
49.0,1,44,1,1,2158
50.0,1,44,1,1,2158
51.0,1,44,1,1,2158
52.0,1,44,1,1,2158
53.0,1,44,1,1,2158
54.0,0,44,0,0,2159
55.0,0,44,0,0,2159
56.0,0,44,0,0,2159
57.0,0,44,0,0,2159
58.0,0,44,0,0,2159
59.0,0,44,0,0,2159
60.0,0,44,0,0,2159
61.0,0,44,0,0,2159
62.0,0,44,0,0,2159
63.0,0,44,0,0,2159
64.0,0,44,0,0,2159
65.0,0,44,0,0,2159
66.0,0,44,0,0,2159
67.0,0,44,0,0,2159
68.0,0,44,0,0,2159
69.0,0,44,0,0,2159
70.0,0,44,0,0,2159
71.0,0,44,0,0,2159
72.0,0,44,0,0,2159
73.0,0,44,0,0,2159
74.0,0,44,0,0,2159
75.0,0,44,0,0,2159
76.0,0,44,0,0,2159
77.0,0,44,0,0,2159
78.0,0,44,0,0,2159
79.0,0,44,0,0,2159
80.0,0,44,0,0,2159
81.0,0,44,0,0,2159
82.0,0,44,0,0,2159
83.0,0,44,0,0,2159
84.0,0,44,0,0,2159
85.0,0,44,0,0,2159
86.0,0,44,0,0,2159
87.0,0,44,0,0,2159
88.0,0,44,0,0,2159
89.0,0,44,0,0,2159
90.0,0,44,0,0,2159
91.0,0,44,0,0,2159
92.0,0,44,0,0,2159
93.0,0,44,0,0,2159
94.0,0,44,0,0,2159
95.0,0,44,0,0,2159
96.0,0,44,0,0,2159
97.0,0,44,0,0,2159
98.0,0,44,0,0,2159
99.0,0,44,0,0,2159
100.0,0,44,0,0,2159
