time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,9999,1,1,0
2,1,9999,1,1,0
3,1,9999,1,1,0
4,1,9999,1,1,0
5,1,9999,1,1,0
6.0,4,9996,4,1,0
7.0,7,9993,7,2,0
8.0,17,9983,17,5,0
9.0,36,9964,36,8,0
10.0,53,9947,53,11,0
11.0,88,9912,88,20,0
12.0,145,9855,145,28,0
13.0,244,9756,244,49,0
14.0,416,9583,416,83,1
15.0,670,9329,670,149,1
16.0,1046,8950,1046,221,1
17.0,1579,8415,1579,346,1
18.0,2352,7635,2352,505,1
19.0,3378,6593,3378,742,1
20.0,4547,5410,4547,985,1
21.0,5779,4151,5779,1290,2
22.0,6852,3026,6852,1543,5
23.0,7690,2107,7690,1721,8
24.0,8267,1389,8267,1870,11
25.0,8559,900,8559,1961,20
26.0,8546,598,8546,2005,28
27.0,8330,383,8330,2026,49
28.0,7799,258,7799,2024,84
29.0,7011,175,7011,1979,150
30.0,6046,128,6046,1918,222
31.0,4999,97,4999,1804,347
32.0,3989,79,3989,1651,506
33.0,3033,60,3033,1417,743
34.0,2234,50,2234,1178,986
35.0,1543,46,1543,872,1292
36.0,1042,41,1042,618,1548
37.0,689,40,689,437,1729
38.0,448,37,448,286,1881
39.0,287,36,287,187,1981
40.0,199,36,199,135,2033
41.0,138,35,138,93,2075
42.0,93,35,93,60,2108
43.0,56,35,56,39,2129
44.0,39,35,39,28,2140
45.0,24,35,24,17,2151
46.0,15,35,15,11,2157
47.0,11,35,11,8,2160
48.0,5,35,5,4,2164
49.0,5,35,5,4,2164
50.0,3,35,3,2,2166
51.0,3,34,3,2,2166
52.0,2,34,2,1,2167
53.0,1,34,1,0,2168
54.0,1,34,1,0,2168
55.0,1,34,1,0,2168
56.0,1,34,1,0,2168
57.0,1,34,1,0,2168
58.0,1,34,1,0,2168
59.0,1,34,1,0,2168
60.0,1,34,1,0,2168
61.0,0,34,0,0,2168
62.0,0,34,0,0,2168
63.0,0,34,0,0,2168
64.0,0,34,0,0,2168
65.0,0,34,0,0,2168
66.0,0,34,0,0,2168
67.0,0,34,0,0,2168
68.0,0,34,0,0,2168
69.0,0,34,0,0,2168
70.0,0,34,0,0,2168
71.0,0,34,0,0,2168
72.0,0,34,0,0,2168
73.0,0,34,0,0,2168
74.0,0,34,0,0,2168
75.0,0,34,0,0,2168
76.0,0,34,0,0,2168
77.0,0,34,0,0,2168
78.0,0,34,0,0,2168
79.0,0,34,0,0,2168
80.0,0,34,0,0,2168
81.0,0,34,0,0,2168
82.0,0,34,0,0,2168
83.0,0,34,0,0,2168
84.0,0,34,0,0,2168
85.0,0,34,0,0,2168
86.0,0,34,0,0,2168
87.0,0,34,0,0,2168
88.0,0,34,0,0,2168
89.0,0,34,0,0,2168
90.0,0,34,0,0,2168
91.0,0,34,0,0,2168
92.0,0,34,0,0,2168
93.0,0,34,0,0,2168
94.0,0,34,0,0,2168
95.0,0,34,0,0,2168
96.0,0,34,0,0,2168
97.0,0,34,0,0,2168
98.0,0,34,0,0,2168
99.0,0,34,0,0,2168
100.0,0,34,0,0,2168
