time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1,1,1999,1,1,0
2,1,1999,1,1,0
3,1,1999,1,1,0
4,1,1999,1,1,0
5,1,1999,1,1,0
6,1,1999,1,1,0
7,1,1999,1,1,0
8,1,1999,1,1,0
9.0,4,1996,4,2,0
10.0,4,1996,4,2,0
11.0,4,1996,4,2,0
12.0,4,1996,4,2,0
13.0,4,1996,4,2,0
14.0,3,1996,3,1,1
15.0,4,1995,4,2,1
16.0,6,1993,6,2,1
17.0,6,1993,6,2,1
18.0,7,1992,7,2,1
19.0,5,1992,5,2,1
20.0,8,1989,8,3,1
21.0,8,1989,8,3,1
22.0,9,1988,9,3,1
23.0,9,1987,9,2,2
24.0,9,1987,9,2,2
25.0,9,1987,9,2,2
26.0,7,1987,7,2,2
27.0,9,1985,9,2,2
28.0,9,1984,9,2,2
29.0,11,1981,11,2,3
30.0,12,1978,12,4,3
31.0,15,1975,15,4,3
32.0,17,1972,17,4,3
33.0,18,1970,18,4,3
34.0,17,1970,17,3,4
35.0,17,1970,17,3,4
36.0,21,1966,21,5,4
37.0,21,1964,21,5,4
38.0,22,1962,22,5,4
39.0,24,1958,24,6,4
40.0,28,1953,28,8,4
41.0,29,1949,29,8,4
42.0,29,1946,29,10,4
43.0,32,1940,32,12,5
44.0,35,1935,35,12,7
45.0,40,1930,40,14,7
46.0,41,1927,41,15,7
47.0,46,1920,46,17,7
48.0,47,1917,47,18,7
49.0,50,1911,50,19,7
50.0,51,1905,51,17,9
51.0,58,1894,58,19,9
52.0,65,1886,65,23,9
53.0,67,1880,67,25,10
54.0,71,1871,71,24,12
55.0,74,1865,74,25,12
56.0,88,1847,88,25,14
57.0,91,1836,91,24,17
58.0,104,1819,104,29,19
59.0,111,1805,111,29,21
60.0,113,1796,113,31,22
61.0,112,1786,112,29,24
62.0,116,1777,116,32,25
63.0,130,1759,130,36,26
64.0,136,1745,136,37,26
65.0,146,1728,146,38,28
66.0,141,1713,141,38,32
67.0,142,1700,142,38,35
68.0,151,1680,151,41,36
69.0,156,1662,156,43,37
70.0,160,1650,160,42,39
71.0,171,1627,171,47,41
72.0,178,1608,178,47,48
73.0,177,1594,177,51,50
74.0,184,1571,184,53,53
75.0,185,1556,185,60,53
76.0,187,1539,187,63,57
77.0,190,1521,190,63,62
78.0,191,1503,191,68,63
79.0,198,1478,198,73,66
80.0,199,1462,199,72,70
81.0,193,1449,193,70,73
82.0,191,1435,191,72,77
83.0,201,1414,201,71,80
84.0,187,1409,187,71,81
85.0,191,1390,191,70,88
86.0,192,1372,192,68,95
87.0,189,1356,189,66,101
88.0,187,1341,187,65,106
89.0,172,1332,172,61,113
90.0,167,1317,167,57,120
91.0,164,1303,164,54,125
92.0,161,1292,161,50,131
93.0,145,1281,145,44,139
94.0,149,1270,149,44,142
95.0,156,1249,156,48,143
96.0,153,1233,153,45,149
97.0,147,1225,147,45,151
98.0,144,1216,144,45,152
99.0,143,1205,143,41,158
100.0,140,1191,140,37,163
