time,amount_of_infected,amount_of_susceptible,amount_of_contagious,amount_of_critically_infected,amount_of_dead
1.0,2,1998,2,1,0
2.0,2,1998,2,1,0
3.0,2,1998,2,1,0
4.0,2,1998,2,1,0
5.0,2,1998,2,1,0
6.0,3,1997,3,2,0
7.0,3,1997,3,2,0
8.0,3,1997,3,2,0
9.0,3,1997,3,2,0
10.0,3,1997,3,2,0
11.0,6,1993,6,6,0
12.0,6,1993,6,6,0
13.0,6,1993,6,6,0
14.0,6,1992,6,5,1
15.0,9,1989,9,5,1
16.0,11,1987,11,5,1
17.0,12,1986,12,5,1
18.0,12,1986,12,5,1
19.0,12,1986,12,5,1
20.0,11,1986,11,4,2
21.0,13,1984,13,5,2
22.0,15,1982,15,6,2
23.0,18,1979,18,6,2
24.0,20,1976,20,6,2
25.0,14,1975,14,3,6
26.0,14,1973,14,5,6
27.0,18,1968,18,7,6
28.0,21,1965,21,8,6
29.0,21,1965,21,8,6
30.0,22,1964,22,8,6
31.0,22,1963,22,8,6
32.0,22,1962,22,8,6
33.0,22,1959,22,10,6
34.0,26,1952,26,12,6
35.0,29,1948,29,11,7
36.0,33,1943,33,10,8
37.0,31,1942,31,10,8
38.0,30,1941,30,10,8
39.0,33,1937,33,9,9
40.0,35,1932,35,7,11
41.0,33,1931,33,6,13
42.0,35,1927,35,6,14
43.0,41,1920,41,8,14
44.0,43,1913,43,11,14
45.0,44,1908,44,13,14
46.0,42,1905,42,13,14
47.0,40,1904,40,11,16
48.0,40,1901,40,9,18
49.0,41,1896,41,9,18
50.0,43,1889,43,10,18
51.0,46,1886,46,10,18
52.0,50,1879,50,11,18
53.0,47,1877,47,11,18
54.0,46,1874,46,12,18
55.0,48,1868,48,13,19
56.0,51,1861,51,12,20
57.0,53,1856,53,10,22
58.0,51,1852,51,7,25
59.0,55,1841,55,6,27
60.0,52,1838,52,6,27
61.0,52,1835,52,7,27
62.0,54,1827,54,9,27
63.0,56,1823,56,11,27
64.0,61,1815,61,11,28
65.0,62,1810,62,12,28
66.0,57,1807,57,12,29
67.0,57,1802,57,14,29
68.0,55,1799,55,13,30
69.0,44,1798,44,11,32
70.0,45,1794,45,13,32
71.0,46,1791,46,14,32
72.0,47,1784,47,14,32
73.0,48,1780,48,13,33
74.0,43,1778,43,13,33
75.0,42,1774,42,13,34
76.0,42,1770,42,12,36
77.0,41,1766,41,11,38
78.0,40,1763,40,11,39
79.0,46,1755,46,13,40
80.0,46,1752,46,14,41
81.0,49,1745,49,15,43
82.0,49,1738,49,17,43
83.0,53,1730,53,21,43
84.0,52,1727,52,19,45
85.0,52,1723,52,18,46
86.0,64,1708,64,20,46
87.0,73,1696,73,22,46
88.0,79,1688,79,24,46
89.0,84,1677,84,24,47
90.0,91,1668,91,24,48
91.0,96,1658,96,24,49
92.0,98,1650,98,24,50
93.0,97,1644,97,23,53
94.0,97,1639,97,22,55
95.0,99,1630,99,21,58
96.0,88,1626,88,21,60
97.0,84,1616,84,20,64
98.0,89,1605,89,25,64
99.0,88,1596,88,27,64
100.0,87,1587,87,26,66
